,
,
data_traditional.tif,
Emission wavelength,500 nm
NA,0.95
Refraction index,1.33
Voxel size,220 nm x 220 nm x 220 nm
Bead diameter,100 nm
,
Frame size,12 pixels
Threshold,197
,
Theoretical FWHM in XY,270 nm
Theoratical FWHM in Z,1.3 um
,
HeatMap Statistics,
FWHM min,422 nm +/- 11 nm
FWHMmin / Theoretical FWHMxy,1.566 +/- 0.04
FWHM max,550 nm +/- 36 nm
FWHMmax / Theoretical FWHMxy,2.041 +/- 0.134
FWHM z,2.08 um +/- 72.03 nm
FWHMz / Theoretical FWHMz,1.605 +/- 0.056
z0,+/- 8.33 um
(z0 - mean(z0)) / FWHMz,+/- 6.421
Asymmetry,0.772 +/- 0.054
Theta,-53.9 deg +/- 49.8 deg
,

Bead Id,x0 (um),y0 (um),z0 (um),FWHM min (um),FWHM max (um),FWHM z (um),z0 - mean(z0) (um),Asymmetry,Theta (degrees),R^2 FWHM min/max,R^2 FWHMz,Fit valid,Centroid brightness,Fitted Brightness(A),Fitted background(B),Image name
964,-23.731,51.671,18.851,0.403,0.543,2.134,-18.666,0.741,-82.054,0.959,0.984,1,612,496.98,127.148,data_traditional
965,-7.566,25.642,19.565,0.411,0.553,1.964,-17.952,0.743,-68.345,0.962,0.981,1,585,512.756,121.079,data_traditional
966,-67.654,8.927,19.454,0.417,0.51,2.234,-18.063,0.817,77.505,0.955,0.981,1,582,557.339,122.23,data_traditional
967,-35.547,0.716,19.46,0.415,0.53,2.254,-18.057,0.782,-89.267,0.949,0.987,1,613,589.307,126.046,data_traditional
968,-16.037,-26.673,19.335,0.432,0.567,2.096,-18.182,0.761,87.862,0.97,0.969,1,630,705.963,123.465,data_traditional
969,72.491,-34.548,19.065,0.471,0.657,2.516,-18.453,0.718,89.895,0.957,0.982,1,457,426.711,119.917,data_traditional
970,-47.516,-45.813,18.106,0.411,0.701,1.943,-19.411,0.587,83.184,0.965,0.934,0,395,392.579,119.594,data_traditional
971,137.565,-95.323,19.197,0.449,0.523,2.305,-18.321,0.859,-74.822,0.939,0.978,1,432,340.714,115.314,data_traditional
972,88.475,82.491,18.451,0.393,0.627,2.169,-19.066,0.627,-73.487,0.921,0.921,1,387,217.344,121.42,data_traditional
973,-2.285,55.74,19.594,0.401,0.569,1.948,-17.924,0.705,84.76,0.943,0.983,1,560,516.417,125.008,data_traditional
974,-12.408,47.755,15.737,0.554,0.582,3.952,-21.78,0.952,55.27,0.898,0.822,0,481,398.664,124.714,data_traditional
975,-12.819,35.981,18.579,0.445,0.692,2.005,-18.938,0.643,-81.397,0.92,0.922,1,307,227.815,120.167,data_traditional
976,-16.338,-17.538,20.083,0.411,0.535,1.895,-17.434,0.767,-82.999,0.967,0.974,1,734,817.917,129.767,data_traditional
977,-6.221,-25.577,19.44,0.444,0.558,2.004,-18.077,0.796,-86.755,0.965,0.984,1,546,513.556,120.832,data_traditional
978,41.41,-38.353,19.377,0.391,0.621,2.202,-18.14,0.629,-87.209,0.943,0.989,1,640,582.924,122.963,data_traditional
979,-37.452,-61.638,19.495,0.486,0.516,1.894,-18.023,0.942,-67.279,0.96,0.985,1,633,550.189,122.818,data_traditional
980,-87.209,-77.922,19.541,0.455,0.494,2.166,-17.976,0.921,72.263,0.969,0.988,1,883,744.605,125.944,data_traditional
981,-163.987,75.237,18.737,3.058,6.056,2.421,-18.78,0.505,-88.958,0.757,0.938,0,226,297.374,-129.417,data_traditional
982,-48.142,65.332,11.843,0.52,0.598,4.157,-25.675,0.869,67.7,0.936,0.676,0,649,432.332,117.507,data_traditional
983,-126.193,58.944,18.997,0.457,0.512,2.466,-18.52,0.892,-74.159,0.933,0.95,1,307,253.049,118.444,data_traditional
984,-130.022,56.577,19.229,0.415,0.541,2.023,-18.288,0.766,86.227,0.932,0.927,1,267,245.535,117.538,data_traditional
985,-21.83,44.946,19.828,0.426,0.511,1.992,-17.689,0.833,-75.137,0.961,0.986,1,622,597.69,122.84,data_traditional
986,-127.553,13.777,19.545,0.405,0.469,2.199,-17.973,0.863,-74.403,0.948,0.98,1,494,416.112,118.65,data_traditional
987,27.632,-4.706,19.39,0.455,0.574,1.909,-18.127,0.793,-83.154,0.945,0.967,1,436,294.6,117.961,data_traditional
988,35.795,-6.249,11.08,0.525,0.864,3.861,-26.437,0.608,17.151,0.857,0.759,0,489,253.285,119.616,data_traditional
989,45.902,-47.152,19.53,0.425,0.677,2.937,-17.987,0.627,-89.759,0.959,0.959,1,578,491.368,122.505,data_traditional
990,79.472,-60.066,19.069,0.455,0.577,2.43,-18.449,0.788,-83.788,0.954,0.977,1,394,364.521,118.717,data_traditional
991,-51.965,-72.845,19.98,0.45,0.523,2.224,-17.538,0.861,-9.468,0.944,0.975,1,599,527.908,122.625,data_traditional
992,26.023,-77.389,19.584,0.441,0.546,1.968,-17.933,0.808,-79.562,0.941,0.986,1,697,597.255,124.197,data_traditional
993,75.165,71.998,11.8,0.421,0.584,2.644,-25.717,0.721,89.846,0.904,0.946,1,536,362.166,120.295,data_traditional
994,84.659,38.02,19.749,0.428,0.592,2.162,-17.769,0.722,-84.619,0.926,0.986,1,507,411.114,120.342,data_traditional
995,-12.819,35.981,18.579,0.443,0.689,2.005,-18.938,0.643,-81.386,0.924,0.922,1,307,227.957,120.534,data_traditional
996,11.336,26.295,20.002,0.418,0.57,2.178,-17.515,0.733,-85.948,0.949,0.977,1,636,644.608,129.121,data_traditional
997,-90.568,15.297,19.603,0.464,0.511,2.166,-17.914,0.907,75.27,0.946,0.973,1,447,343.04,121.926,data_traditional
998,-61.147,1.38,20.292,0.435,0.457,2.079,-17.226,0.953,76.512,0.956,0.59,0,658,527.103,124.063,data_traditional
999,117.021,-5.112,19.945,0.438,0.566,2.174,-17.572,0.775,-83.723,0.943,0.986,1,608,455.98,119.212,data_traditional
1000,46.832,-17.931,20.038,0.434,0.545,1.931,-17.479,0.797,-79.601,0.955,0.99,1,729,583.694,126.175,data_traditional
1001,-69.318,-51.378,20.049,0.445,0.488,2.047,-17.469,0.912,-78.899,0.963,0.989,1,759,674.501,124.952,data_traditional
1002,76.793,-54.698,19.86,0.433,0.599,2.108,-17.657,0.723,89.806,0.936,0.984,1,467,373.054,120.396,data_traditional
1003,-142.928,95.165,19.5,0.425,0.525,2.374,-18.017,0.811,-55.879,0.928,0.946,1,333,247.963,116.736,data_traditional
1004,32.771,85.281,20.244,0.393,0.591,2.019,-17.273,0.665,86.957,0.932,0.976,1,467,412.983,125.966,data_traditional
1005,36.246,71.294,19.685,0.371,0.666,2.249,-17.832,0.557,-60.955,0.924,0.956,1,348,305.526,123.403,data_traditional
1006,52.828,70.094,57.761,0.398,0.528,3.345,20.244,0.752,-82.008,0.974,0.793,0,982,936.759,130.613,data_traditional
1007,-79.651,20.358,19.143,0.584,0.679,3.153,-18.374,0.859,-64.269,0.895,0.8,0,310,198.957,120.201,data_traditional
1008,41.626,8.675,19.982,0.427,0.56,2.116,-17.535,0.763,-80.397,0.946,0.983,1,633,564.868,122.01,data_traditional
1009,94.764,-16.39,20.169,0.437,0.566,2.157,-17.348,0.773,82.166,0.946,0.985,1,615,566.931,123.858,data_traditional
1010,45.902,-47.152,19.53,0.423,0.676,2.937,-17.987,0.627,-89.769,0.96,0.959,1,578,491.626,122.987,data_traditional
1011,104.857,-90.263,19.799,0.489,0.593,1.977,-17.719,0.825,88.314,0.922,0.977,1,437,350.763,117.744,data_traditional
1012,93.178,-92.121,20.265,0.466,0.576,2.214,-17.252,0.808,77.454,0.955,0.983,1,478,529.436,122.042,data_traditional
1013,-99.685,-92.427,20.148,0.442,0.518,2.03,-17.369,0.853,-84.44,0.966,0.987,1,800,723.248,124.765,data_traditional
1014,-35.676,42.125,20.547,0.399,0.528,1.858,-16.971,0.756,-80.704,0.968,0.985,1,697,661.852,126.089,data_traditional
1015,-47.468,23.099,16.048,0.124,2.793,4.084,-21.47,0.044,-0.104,0.079,0.894,0,136,-172.666,147.536,data_traditional
1016,-139.803,-7.747,20.495,0.399,0.473,2.181,-17.023,0.842,-56.038,0.969,0.982,1,602,544.495,121.897,data_traditional
1017,-17.822,-14.435,20.534,0.383,0.534,1.941,-16.983,0.717,-85.253,0.97,0.987,1,735,713.974,125.996,data_traditional
1018,-144.035,-15.729,19.796,0.39,0.565,2.236,-17.721,0.691,63.368,0.966,0.941,1,357,339.231,116.393,data_traditional
1019,90.942,-21.036,20.418,0.446,0.597,2.26,-17.099,0.748,-87.591,0.942,0.989,1,582,512.464,124.616,data_traditional
1020,128.102,-38.299,20.093,0.409,0.55,2.315,-17.424,0.744,-78.103,0.949,0.99,1,570,556.301,120.671,data_traditional
1021,-150.297,-66.607,20.275,0.417,0.468,2.091,-17.243,0.89,-70.779,0.956,0.959,1,577,549.394,122.931,data_traditional
1022,43.307,66.576,20.878,0.435,0.605,2.158,-16.639,0.719,87.177,0.933,0.989,1,644,522.893,127.809,data_traditional
1023,105.846,56.532,20.86,0.409,0.608,4.093,-16.657,0.673,-87.292,0.941,0.706,0,502,427.875,122.108,data_traditional
1024,-33.062,47.253,20.25,0.439,0.561,2.165,-17.268,0.783,87.808,0.965,0.989,1,612,530.352,123.145,data_traditional
1025,94.074,29.452,20.452,0.443,0.658,2.253,-17.065,0.673,-86.628,0.938,0.977,1,442,382.847,123.401,data_traditional
1026,-79.651,20.357,19.143,0.576,0.668,3.153,-18.374,0.862,-64.507,0.908,0.8,0,310,199.115,121.587,data_traditional
1027,15.782,5.736,17.573,0.499,0.746,3.877,-19.945,0.669,13.374,0.892,0.727,0,359,216.089,120.46,data_traditional
1028,75.365,4.541,20.401,0.418,0.601,2.367,-17.117,0.696,-77.537,0.96,0.979,1,580,564.319,122.866,data_traditional
1029,17.179,-5.576,20.646,0.454,0.573,2.109,-16.871,0.793,-84.567,0.958,0.986,1,711,632.262,124.76,data_traditional
1030,2.588,-13.222,20.662,0.392,0.615,1.975,-16.855,0.638,-80.841,0.961,0.989,1,776,746.771,133.219,data_traditional
1031,146.635,-67.915,20.693,0.452,0.531,2.136,-16.825,0.851,87.244,0.941,0.972,1,510,480.618,120.686,data_traditional
1032,-24.407,-74.281,20.562,0.42,0.491,1.949,-16.955,0.855,89.146,0.962,0.941,1,569,688.482,125.86,data_traditional
1033,-125.86,95.157,20.159,0.422,0.508,2.129,-17.358,0.832,-78.272,0.906,0.943,1,297,198.019,115.577,data_traditional
1034,100.626,81.489,20.635,0.45,0.571,2.412,-16.882,0.787,71.595,0.886,0.973,0,481,385.784,122.915,data_traditional
1035,123.139,68.138,20.016,0.401,0.485,2.017,-17.501,0.825,-79.006,0.891,0.949,0,324,215.762,115.057,data_traditional
1036,76.128,57.931,19.245,0.143,0.204,3.772,-18.272,0.699,43.685,0.0,0.698,0,0,-47.6,134.083,data_traditional
1037,-27.98,53.697,17.384,0.428,0.547,3.912,-20.133,0.782,89.415,0.938,0.865,0,537,494.813,126.783,data_traditional
1038,119.288,1.624,20.554,0.419,0.521,2.187,-16.963,0.804,-80.922,0.921,0.976,1,404,346.36,119.325,data_traditional
1039,-66.159,-66.695,20.298,0.434,0.545,2.27,-17.22,0.797,87.037,0.948,0.98,1,464,398.356,119.561,data_traditional
1040,163.526,-73.773,20.397,0.434,0.509,2.314,-17.12,0.854,-78.879,0.946,0.967,1,382,304.084,115.026,data_traditional
1041,-113.692,-82.42,18.991,0.501,0.658,3.041,-18.526,0.761,-6.668,0.926,0.745,0,554,332.838,122.427,data_traditional
1042,82.117,93.002,20.645,0.436,0.614,2.187,-16.873,0.71,-77.605,0.92,0.967,1,473,396.391,122.186,data_traditional
1043,-162.836,6.086,20.364,0.393,0.477,2.338,-17.154,0.823,75.17,0.936,0.954,1,346,280.539,118.721,data_traditional
1044,-23.416,-16.78,20.749,0.416,0.525,2.027,-16.768,0.793,-83.505,0.956,0.972,1,513,511.646,119.961,data_traditional
1045,-132.957,-67.194,20.622,0.454,0.493,2.322,-16.896,0.922,68.699,0.948,0.982,1,464,368.786,117.7,data_traditional
1046,81.882,-78.064,20.992,0.418,0.544,2.158,-16.525,0.769,88.756,0.949,0.981,1,573,530.617,123.211,data_traditional
1047,-161.832,73.109,20.588,0.468,0.543,2.104,-16.929,0.862,-84.209,0.904,0.902,1,229,203.255,115.348,data_traditional
1048,61.92,64.477,20.65,0.419,0.657,2.574,-16.867,0.639,-71.445,0.93,0.959,1,354,375.442,122.456,data_traditional
1049,44.701,61.224,21.256,0.422,0.594,1.945,-16.261,0.711,87.975,0.942,0.978,1,637,482.129,125.088,data_traditional
1050,-109.145,41.296,20.768,0.408,0.512,2.07,-16.749,0.797,-86.829,0.945,0.957,1,389,320.742,121.499,data_traditional
1051,30.433,27.07,21.051,0.417,0.594,2.284,-16.466,0.702,-81.347,0.937,0.97,1,447,378.508,120.53,data_traditional
1052,146.346,20.211,20.732,0.426,0.53,2.17,-16.785,0.804,-72.288,0.919,0.958,1,402,282.153,119.867,data_traditional
1053,9.326,-4.959,20.875,0.434,0.584,2.245,-16.642,0.743,84.461,0.948,0.989,1,565,506.636,123.523,data_traditional
1054,47.03,-5.475,21.679,0.492,0.56,2.037,-15.838,0.879,83.693,0.953,0.984,1,797,787.495,126.563,data_traditional
1055,142.352,-10.291,22.625,0.812,1.056,5.707,-14.893,0.769,47.973,0.847,0.862,0,282,114.899,121.539,data_traditional
1056,60.092,-38.182,21.1,0.413,0.611,2.016,-16.417,0.675,-78.011,0.943,0.987,1,599,451.447,122.132,data_traditional
1057,158.787,-81.76,21.12,0.43,0.508,2.339,-16.397,0.846,-77.082,0.972,0.975,1,453,418.234,114.437,data_traditional
1058,58.772,-85.638,21.123,0.51,0.651,2.069,-16.395,0.784,83.245,0.959,0.98,1,616,531.493,120.191,data_traditional
1059,92.835,77.118,21.189,0.451,0.551,2.035,-16.328,0.818,-77.949,0.894,0.964,0,382,256.841,120.453,data_traditional
1060,66.718,56.415,21.196,0.421,0.632,2.277,-16.321,0.667,87.37,0.935,0.98,1,528,398.305,121.573,data_traditional
1061,120.592,46.808,21.101,0.426,0.484,2.238,-16.416,0.881,-83.142,0.922,0.96,1,441,348.117,120.72,data_traditional
1062,119.121,37.816,20.99,0.439,0.57,2.492,-16.527,0.77,-79.342,0.917,0.938,1,387,322.357,123.652,data_traditional
1063,10.302,9.542,17.83,0.637,0.808,3.624,-19.688,0.788,84.045,0.941,0.72,0,552,304.641,120.453,data_traditional
1064,143.041,-5.37,21.032,0.411,0.556,2.094,-16.485,0.739,-82.998,0.936,0.919,1,373,326.985,118.33,data_traditional
1065,101.124,-7.813,21.301,0.427,0.588,1.859,-16.216,0.727,87.762,0.939,0.978,1,541,397.502,125.136,data_traditional
1066,146.662,-46.14,21.565,0.405,0.578,2.397,-15.953,0.701,-77.388,0.941,0.953,1,462,432.843,122.24,data_traditional
1067,-61.948,-53.527,21.306,0.441,0.54,2.989,-16.212,0.816,-85.458,0.97,0.962,1,511,491.202,120.401,data_traditional
1068,-110.226,-57.455,21.185,0.405,0.504,2.177,-16.332,0.804,76.412,0.967,0.965,1,637,513.331,121.943,data_traditional
1069,161.543,-57.65,21.272,0.444,0.516,2.426,-16.246,0.861,-71.353,0.954,0.985,1,440,388.797,117.24,data_traditional
1070,-35.145,-75.318,21.465,0.457,0.526,2.186,-16.052,0.868,-88.305,0.947,0.99,1,697,633.663,127.081,data_traditional
1071,63.762,-75.983,21.262,0.432,0.529,1.787,-16.255,0.816,75.706,0.946,0.975,1,483,361.121,119.88,data_traditional
1072,-90.42,-88.55,18.722,0,0,3.422,-18.795,0.0,0,0,0.676,0,160,0,0,data_traditional
1073,-134.354,-95.839,21.068,0.446,0.517,2.026,-16.449,0.863,70.156,0.945,0.98,1,559,465.708,119.801,data_traditional
1074,66.88,43.23,13.409,0,0,4.236,-24.108,0.0,0,0,0.741,0,175,0,0,data_traditional
1075,-118.363,18.443,21.338,0.445,0.525,2.176,-16.179,0.848,85.814,0.964,0.98,1,527,435.373,117.547,data_traditional
1076,-132.628,5.735,21.086,0.445,0.505,2.307,-16.431,0.881,69.778,0.948,0.969,1,292,277.689,116.053,data_traditional
1077,160.841,4.342,21.676,0.379,0.527,2.066,-15.841,0.719,-83.646,0.941,0.961,1,591,533.918,124.322,data_traditional
1078,-59.731,-16.5,22.218,0.427,0.548,2.386,-15.299,0.781,65.746,0.943,0.972,1,602,869.025,129.882,data_traditional
1079,118.098,-31.17,21.178,0.459,0.645,2.349,-16.339,0.712,-67.792,0.92,0.921,1,302,261.415,117.155,data_traditional
1080,-93.885,-44.617,10.514,0.406,0.583,2.502,-27.003,0.697,82.468,0.946,0.912,1,471,445.699,119.407,data_traditional
1081,-26.542,-49.321,21.367,0.421,0.572,2.071,-16.15,0.736,-89.675,0.958,0.981,1,600,594.169,123.4,data_traditional
1082,0.519,-67.968,23.068,0.759,1.624,4.472,-14.449,0.467,4.51,0.844,0.75,0,313,195.701,117.318,data_traditional
1083,87.643,-92.819,21.384,0.478,0.661,2.362,-16.133,0.723,70.579,0.901,0.962,1,404,340.198,122.228,data_traditional
1084,-2.562,88.527,22.025,0.429,0.576,2.208,-15.492,0.745,-78.777,0.928,0.98,1,619,498.89,127.943,data_traditional
1085,-120.78,87.89,18.669,0,0,6.337,-18.848,0.0,0,0,0.76,0,180,0,0,data_traditional
1086,-113.402,60.576,22.037,0.401,0.435,2.207,-15.481,0.923,-89.129,0.955,0.975,1,432,477.079,122.099,data_traditional
1087,15.29,55.249,22.251,0.415,0.543,3.818,-15.266,0.765,80.423,0.92,0.889,0,522,540.981,125.45,data_traditional
1088,100.814,52.978,21.622,0.412,0.589,2.23,-15.895,0.7,-71.962,0.929,0.982,1,578,460.002,125.444,data_traditional
1089,161.587,50.282,21.608,0.46,0.558,2.32,-15.909,0.823,-81.502,0.939,0.931,1,335,323.137,119.316,data_traditional
1090,126.044,47.454,21.53,0.401,0.523,2.129,-15.988,0.766,-77.905,0.925,0.967,1,409,309.988,119.093,data_traditional
1091,69.353,43.188,22.045,0.438,0.603,2.12,-15.472,0.726,89.449,0.938,0.985,1,547,496.916,123.86,data_traditional
1092,155.466,18.614,21.641,0.441,0.545,2.142,-15.876,0.808,-88.247,0.925,0.634,0,324,249.938,116.271,data_traditional
1093,-56.228,17.726,22.031,0.417,0.49,2.172,-15.486,0.85,-89.359,0.977,0.992,1,723,690.92,122.673,data_traditional
1094,20.779,16.611,21.758,0.407,0.556,2.166,-15.759,0.733,-82.743,0.964,0.886,1,564,614.378,122.422,data_traditional
1095,-93.574,16.252,15.668,0.453,0.496,2.163,-21.849,0.914,-88.278,0.962,0.948,1,509,492.643,121.19,data_traditional
1096,148.652,6.534,21.333,0.392,0.531,2.364,-16.184,0.739,-80.953,0.949,0.958,1,382,344.176,117.966,data_traditional
1097,-4.32,-1.551,18.61,0.529,0.698,2.883,-18.907,0.758,13.948,0.899,0.901,0,570,325.453,122.736,data_traditional
1098,-33.001,-19.273,22.262,0.413,0.511,1.906,-15.256,0.809,-84.275,0.971,0.988,1,1031,1039.944,130.137,data_traditional
1099,-40.306,-25.726,22.444,0.428,0.491,2.017,-15.073,0.871,-78.92,0.969,0.985,1,860,943.707,130.421,data_traditional
1100,-61.948,-53.527,21.306,0.44,0.539,2.989,-16.212,0.816,-85.465,0.971,0.962,1,511,491.382,120.95,data_traditional
1101,84.44,-89.821,22.037,0.426,0.533,2.146,-15.481,0.8,-85.07,0.951,0.987,1,750,712.778,123.343,data_traditional
1102,161.563,78.434,21.776,0.377,0.581,2.429,-15.741,0.648,-71.672,0.918,0.979,1,400,318.916,117.732,data_traditional
1103,-117.285,73.835,21.452,0.382,0.514,2.238,-16.065,0.744,-85.766,0.931,0.942,1,365,265.45,119.619,data_traditional
1104,-110.892,38.26,21.841,0.428,0.52,2.15,-15.676,0.824,-71.845,0.954,0.986,1,539,467.255,122.941,data_traditional
1105,149.567,22.768,21.626,0.439,0.623,1.809,-15.891,0.704,-51.196,0.905,0.913,1,333,275.854,117.02,data_traditional
1106,-22.225,15.915,22.367,0.428,0.51,1.931,-15.15,0.841,-75.34,0.961,0.99,1,920,714.218,127.224,data_traditional
1107,-133.828,12.653,21.301,0.376,0.456,2.166,-16.216,0.825,74.186,0.898,0.864,0,299,216.613,114.784,data_traditional
1108,-160.731,5.016,21.974,0.374,0.527,2.392,-15.543,0.71,77.552,0.961,0.975,1,433,411.981,117.184,data_traditional
1109,-18.923,-60.129,21.833,0.394,0.541,2.074,-15.684,0.728,-87.326,0.966,0.966,1,619,616.297,123.374,data_traditional
1110,119.766,-95.109,22.163,0.43,0.561,2.372,-15.354,0.766,-78.569,0.953,0.985,1,462,450.99,119.509,data_traditional
1111,-104.881,96.427,22.143,1.79,3.551,2.188,-15.375,0.504,3.264,0.634,0.972,0,210,223.401,-30.448,data_traditional
1112,36.918,66.533,22.514,0.411,0.572,1.963,-15.003,0.719,-87.342,0.936,0.884,1,561,485.878,124.559,data_traditional
1113,118.757,54.204,22.348,0.445,0.559,2.016,-15.169,0.796,78.374,0.903,0.971,1,534,360.119,123.077,data_traditional
1114,-52.308,52.614,22.855,0.409,0.514,2.068,-14.662,0.795,80.034,0.947,0.988,1,667,627.782,128.222,data_traditional
1115,136.015,2.639,21.961,0.42,0.545,2.298,-15.556,0.769,-83.495,0.945,0.979,1,464,430.276,119.818,data_traditional
1116,3.58,0.107,22.475,0.396,0.542,2.391,-15.042,0.732,-50.301,0.932,0.98,1,551,445.558,123.628,data_traditional
1117,-59.04,-8.649,22.249,0.407,0.484,1.989,-15.268,0.841,-89.693,0.953,0.981,1,735,734.419,128.449,data_traditional
1118,48.932,-17.942,22.514,0.439,0.602,2.307,-15.003,0.73,-78.977,0.955,0.978,1,639,595.905,129.72,data_traditional
1119,118.098,-31.17,21.178,0.46,0.646,2.349,-16.339,0.712,-67.823,0.921,0.921,1,302,261.368,117.043,data_traditional
1120,-87.398,-36.311,22.035,0.41,0.508,2.187,-15.482,0.807,89.928,0.976,0.985,1,614,615.746,122.549,data_traditional
1121,130.291,-84.553,21.646,0.395,0.573,1.978,-15.871,0.69,-72.165,0.955,0.956,1,400,357.477,118.385,data_traditional
1122,155.354,78.741,21.831,0.383,0.613,2.322,-15.686,0.625,-88.424,0.857,0.955,0,305,198.207,118.698,data_traditional
1123,73.095,69.89,22.158,0.415,0.588,2.285,-15.359,0.705,-80.976,0.901,0.971,1,425,306.114,120.399,data_traditional
1124,105.858,56.388,20.86,0.417,0.966,4.093,-16.657,0.432,-84.542,0.952,0.706,0,502,416.967,121.918,data_traditional
1125,134.901,56.32,21.438,0.786,1.04,2.366,-16.079,0.756,-83.016,0.795,0.816,0,193,111.873,119.082,data_traditional
1126,-27.72,4.603,22.584,0.431,0.538,2.196,-14.933,0.801,-81.688,0.956,0.988,1,697,660.355,125.386,data_traditional
1127,-98.019,-0.592,22.679,0.398,0.489,2.16,-14.839,0.815,78.556,0.956,0.975,1,490,538.013,121.71,data_traditional
1128,-66.968,-6.179,23.074,0.618,1.728,2.111,-14.443,0.358,23.081,0.668,0.917,0,236,316.536,126.639,data_traditional
1129,60.009,-60.424,22.476,0.425,0.593,1.774,-15.041,0.717,87.943,0.95,0.973,1,450,452.571,122.005,data_traditional
1130,160.623,-69.435,22.576,0.428,0.492,2.189,-14.941,0.87,-83.38,0.947,0.97,1,509,396.469,118.21,data_traditional
1131,-149.002,-88.775,22.754,0.407,0.457,2.129,-14.763,0.891,67.082,0.959,0.982,1,553,491.305,120.345,data_traditional
1132,15.29,55.248,22.251,0.411,0.545,3.818,-15.266,0.755,81.044,0.925,0.889,0,522,538.845,127.6,data_traditional
1133,-159.782,50.482,22.032,0.403,0.581,2.116,-15.485,0.694,87.736,0.95,0.932,1,328,302.933,115.078,data_traditional
1134,41.176,23.695,22.707,0.419,0.629,2.301,-14.81,0.665,-88.441,0.949,0.987,1,594,495.521,121.549,data_traditional
1135,-61.03,-29.619,23.022,0.458,0.485,2.244,-14.496,0.945,-69.135,0.953,0.976,1,556,636.526,124.22,data_traditional
1136,72.525,-34.524,19.738,0.489,0.714,2.732,-17.779,0.685,25.84,0.885,0.871,0,483,299.012,122.793,data_traditional
1137,140.964,-41.054,22.276,0.398,0.611,2.1,-15.241,0.651,-72.83,0.92,0.961,1,367,281.34,117.755,data_traditional
1138,-76.346,-44.234,23.13,0.444,0.51,2.166,-14.387,0.87,78.242,0.964,0.975,1,742,666.374,123.061,data_traditional
1139,-163.851,76.342,21.954,0,0,2.578,-15.563,0.0,0,0,0.878,0,241,0,0,data_traditional
1140,-119.552,59.008,23.111,0.407,0.484,2.314,-14.406,0.841,83.296,0.956,0.982,1,479,425.225,121.864,data_traditional
1141,84.663,38.024,20.396,0.481,0.684,3.911,-17.121,0.703,43.71,0.902,0.837,0,485,284.401,121.979,data_traditional
1142,-67.676,8.956,19.985,0.46,0.471,3.366,-17.532,0.978,-80.708,0.938,0.849,0,664,516.626,126.043,data_traditional
1143,-138.106,1.082,22.888,0.429,0.508,2.295,-14.63,0.843,-89.789,0.958,0.987,1,615,598.138,124.692,data_traditional
1144,-36.996,-15.062,23.217,0.437,0.492,1.875,-14.301,0.888,-85.845,0.963,0.976,1,863,760.679,124.941,data_traditional
1145,113.911,-32.873,23.066,0.455,0.552,2.078,-14.452,0.825,86.682,0.959,0.988,1,613,505.33,120.526,data_traditional
1146,-12.707,-49.358,23.332,0.573,1.466,2.049,-14.185,0.391,51.058,0.75,0.985,0,230,445.451,124.147,data_traditional
1147,112.825,-61.669,23.113,0.441,0.548,2.161,-14.405,0.804,-78.365,0.954,0.987,1,613,527.628,122.695,data_traditional
1148,-148.12,-69.028,22.719,0.394,0.504,2.422,-14.798,0.781,72.94,0.972,0.97,1,449,457.331,117.822,data_traditional
1149,-58.348,-71.018,22.879,0.408,0.477,2.054,-14.638,0.857,86.966,0.945,0.863,1,559,492.244,122.341,data_traditional
1150,-3.4,-83.08,61.114,0.432,0.486,3.201,23.596,0.888,-66.353,0.911,0.542,0,613,481.136,128.903,data_traditional
1151,-75.266,-83.838,22.478,0.457,0.485,2.138,-15.039,0.943,3.319,0.964,0.984,1,502,464.446,121.932,data_traditional
1152,2.784,-84.697,23.092,0.517,0.534,1.951,-14.425,0.967,-63.347,0.944,0.96,1,462,452.29,120.837,data_traditional
1153,77.931,86.205,22.867,0.388,0.676,2.176,-14.651,0.574,-76.009,0.924,0.96,1,492,373.682,121.358,data_traditional
1154,134.902,56.308,21.438,0.76,0.982,2.366,-16.079,0.774,-82.782,0.792,0.816,0,245,113.338,120.932,data_traditional
1155,9.813,34.267,23.168,0.421,0.609,1.94,-14.349,0.691,88.225,0.961,0.579,0,586,505.124,122.915,data_traditional
1156,3.464,29.576,23.886,0.436,0.531,1.82,-13.631,0.82,-75.75,0.955,0.987,1,906,787.989,129.515,data_traditional
1157,-112.719,16.485,10.29,0,0,3.23,-27.227,0.0,0,0,0.906,0,254,0,0,data_traditional
1158,56.975,-8.414,23.267,0.454,0.56,2.109,-14.25,0.809,-74.839,0.953,0.989,1,611,481.222,121.555,data_traditional
1159,-159.813,-13.023,22.951,0.427,0.535,2.37,-14.566,0.798,73.4,0.971,0.977,1,433,426.667,119.414,data_traditional
1160,-108.431,-22.82,22.849,0.432,0.678,2.078,-14.669,0.637,74.791,0.963,0.975,1,527,444.341,118.796,data_traditional
1161,-87.532,-30.156,23.453,0.402,0.499,2.115,-14.064,0.805,-85.416,0.964,0.984,1,611,588.825,121.165,data_traditional
1162,-36.034,-37.184,23.321,0.431,0.502,1.932,-14.196,0.858,-87.292,0.963,0.988,1,795,742.881,126.923,data_traditional
1163,81.814,-42.01,23.142,0.516,0.578,2.046,-14.375,0.893,87.169,0.95,0.969,1,427,393.668,115.701,data_traditional
