,
,
data_traditional.tif,
Emission wavelength,500 nm
NA,0.95
Refraction index,1.33
Voxel size,220 nm x 220 nm x 220 nm
Bead diameter,100 nm
,
Frame size,12 pixels
Threshold,197
,
Theoretical FWHM in XY,270 nm
Theoratical FWHM in Z,1.3 um
,
HeatMap Statistics,
FWHM min,422 nm +/- 11 nm
FWHMmin / Theoretical FWHMxy,1.566 +/- 0.04
FWHM max,550 nm +/- 36 nm
FWHMmax / Theoretical FWHMxy,2.041 +/- 0.134
FWHM z,2.08 um +/- 72.03 nm
FWHMz / Theoretical FWHMz,1.605 +/- 0.056
z0,+/- 8.33 um
(z0 - mean(z0)) / FWHMz,+/- 6.421
Asymmetry,0.772 +/- 0.054
Theta,-53.9 deg +/- 49.8 deg
,

Bead Id,x0 (um),y0 (um),z0 (um),FWHM min (um),FWHM max (um),FWHM z (um),z0 - mean(z0) (um),Asymmetry,Theta (degrees),R^2 FWHM min/max,R^2 FWHMz,Fit valid,Centroid brightness,Fitted Brightness(A),Fitted background(B),Image name
1583,-125.805,-24.701,30.036,0.417,0.495,2.069,-7.482,0.842,-84.023,0.95,0.978,1,484,349.8,117.279,data_traditional
1584,-75.951,-29.897,31.129,0.481,0.497,2.087,-6.388,0.967,82.702,0.971,0.983,1,594,602.026,124.038,data_traditional
1585,-83.355,-30.594,30.363,0.437,0.499,2.301,-7.154,0.875,-70.239,0.961,0.988,1,627,543.693,122.762,data_traditional
1586,122.841,-41.496,30.791,0.417,0.59,2.143,-6.726,0.706,-89.772,0.954,0.989,1,654,624.917,123.677,data_traditional
1587,30.932,-70.279,31.159,0.509,0.531,1.824,-6.358,0.959,57.043,0.946,0.973,1,591,580.711,124.037,data_traditional
1588,-131.742,45.13,30.502,0.46,0.606,2.344,-7.015,0.76,-89.058,0.939,0.976,1,428,345.656,120.911,data_traditional
1589,-83.945,43.536,30.938,0.39,0.529,2.269,-6.58,0.737,-83.213,0.96,0.986,1,639,695.758,124.166,data_traditional
1590,-76.507,-1.249,31.237,0.413,0.503,2.035,-6.28,0.821,-88.783,0.968,0.992,1,898,909.456,127.733,data_traditional
1591,-88.354,-7.385,27.199,0.454,0.485,4.229,-10.319,0.936,-61.455,0.95,0.859,0,792,611.219,129.446,data_traditional
1592,22.787,-67.192,31.026,0.472,0.543,1.975,-6.492,0.87,-82.477,0.954,0.979,1,543,555.46,123.756,data_traditional
1593,-81.084,-92.779,31.233,0.414,0.475,2.079,-6.284,0.873,-83.028,0.965,0.986,1,728,646.279,123.501,data_traditional
1594,-59.097,91.227,30.692,0.395,0.526,2.104,-6.825,0.752,-82.465,0.954,0.979,1,452,438.032,117.971,data_traditional
1595,-138.924,90.566,30.829,0.386,0.524,2.237,-6.689,0.735,-88.912,0.957,0.969,1,399,393.33,120.82,data_traditional
1596,-22.883,80.907,31.099,0.393,0.592,2.083,-6.418,0.664,-83.768,0.955,0.99,1,642,536.053,123.487,data_traditional
1597,-145.956,76.767,53.875,0.424,0.633,2.088,16.358,0.67,81.903,0.966,0.668,0,395,386.998,116.488,data_traditional
1598,40.383,62.631,31.867,0.466,0.509,5.681,-5.65,0.916,65.941,0.451,0.444,0,632,520.681,165.325,data_traditional
1599,13.428,0.551,31.123,0.39,0.63,1.931,-6.395,0.62,-82.239,0.962,0.988,1,652,601.885,123.357,data_traditional
1600,138.255,-34.248,30.545,0.398,0.597,2.026,-6.973,0.667,-88.088,0.935,0.964,1,382,309.913,119.025,data_traditional
1601,5.597,-44.763,31.127,0.407,0.563,2.039,-6.391,0.722,-79.421,0.963,0.982,1,718,683.321,124.239,data_traditional
1602,-118.15,-70.875,30.744,0.426,0.485,2.087,-6.773,0.878,82.969,0.969,0.984,1,530,437.574,118.564,data_traditional
1603,100.068,-74.704,31.271,0.499,0.625,2.032,-6.247,0.799,81.237,0.954,0.977,1,799,548.152,122.239,data_traditional
1604,32.34,87.23,25.199,0,0,2.136,-12.319,0.0,0,0,0.981,0,622,0,0,data_traditional
1605,-164.195,79.491,28.251,2.08,6.046,2.114,-9.266,0.344,89.181,0.806,0.892,0,127,195.016,-41.51,data_traditional
1606,-51.686,76.937,31.506,0.406,0.551,2.02,-6.011,0.736,-73.006,0.965,0.991,1,804,747.358,129.028,data_traditional
1607,117.656,45.61,31.034,0.411,0.585,1.95,-6.483,0.702,-83.24,0.91,0.975,1,450,334.821,118.749,data_traditional
1608,-24.484,35.798,31.348,0.424,0.534,2.142,-6.17,0.794,-82.685,0.967,0.968,1,640,632.247,123.408,data_traditional
1609,-7.529,29.666,28.141,0.496,0.611,3.528,-9.376,0.812,29.32,0.911,0.818,0,583,320.991,124.81,data_traditional
1610,50.155,26.834,30.747,0.439,0.725,1.764,-6.77,0.606,83.708,0.956,0.979,1,536,401.557,119.504,data_traditional
1611,102.436,16.365,31.41,0.432,0.548,1.945,-6.107,0.789,-84.692,0.936,0.975,1,608,546.861,123.174,data_traditional
1612,83.891,13.476,31.251,0.443,0.631,2.12,-6.266,0.702,-84.84,0.938,0.983,1,528,425.106,118.527,data_traditional
1613,-27.385,-5.818,31.501,0.439,0.538,2.092,-6.017,0.816,78.454,0.887,0.976,0,534,485.176,133.965,data_traditional
1614,-69.652,-25.433,30.462,0.506,0.588,2.286,-7.056,0.861,39.186,0.929,0.906,1,310,227.279,116.55,data_traditional
1615,140.742,-35.711,31.057,0.372,0.586,2.121,-6.46,0.635,-81.919,0.935,0.974,1,495,382.688,121.129,data_traditional
1616,-132.866,-82.408,31.435,0.422,0.473,2.111,-6.082,0.893,-75.343,0.951,0.99,1,694,616.033,122.139,data_traditional
1617,66.605,86.113,31.663,0.381,0.606,1.805,-5.854,0.628,-83.746,0.913,0.971,1,615,482.275,126.962,data_traditional
1618,-146.231,84.823,30.966,0.4,0.567,2.184,-6.551,0.705,83.005,0.908,0.948,1,280,197.811,116.75,data_traditional
1619,-145.956,76.767,53.875,0.424,0.633,2.088,16.358,0.67,81.903,0.966,0.668,0,395,386.998,116.488,data_traditional
1620,-62.898,72.991,31.497,0.378,0.504,1.996,-6.02,0.749,-78.271,0.971,0.982,1,723,693.137,124.718,data_traditional
1621,0.193,59.544,15.396,0.389,0.604,1.879,-22.122,0.644,-83.648,0.945,0.943,1,524,438.539,120.168,data_traditional
1622,-66.276,39.344,31.988,0.444,0.545,2.195,-5.529,0.816,-80.459,0.964,0.989,1,762,744.409,128.435,data_traditional
1623,-88.93,29.36,31.916,0.418,0.527,2.058,-5.601,0.793,82.082,0.963,0.988,1,726,684.324,123.575,data_traditional
1624,-76.987,22.179,31.615,0.429,0.494,2.121,-5.902,0.867,83.268,0.965,0.99,1,746,621.231,125.04,data_traditional
1625,103.622,8.458,31.505,0.4,0.647,2.074,-6.012,0.619,-71.751,0.94,0.978,1,471,390.026,120.362,data_traditional
1626,-104.474,-19.192,31.385,0.417,0.505,1.953,-6.133,0.826,78.134,0.954,0.975,1,588,470.834,119.457,data_traditional
1627,-89.058,-28.578,31.753,0.417,0.609,2.103,-5.765,0.685,75.95,0.965,0.962,1,609,542.179,122.696,data_traditional
1628,102.867,-33.039,31.524,0.402,0.678,2.113,-5.993,0.592,-86.358,0.944,0.983,1,513,447.536,120.484,data_traditional
1629,-11.034,-84.087,31.334,0.429,0.574,2.041,-6.183,0.748,84.739,0.952,0.986,1,553,514.668,123.222,data_traditional
1630,65.004,91.694,31.504,0.436,0.635,2.238,-6.014,0.687,-88.038,0.933,0.962,1,480,474.608,123.635,data_traditional
1631,61.554,80.973,31.802,0.43,0.539,1.839,-5.715,0.798,-84.367,0.92,0.971,1,505,441.442,125.271,data_traditional
1632,2.842,46.237,32.195,0.42,0.523,1.899,-5.322,0.803,-77.725,0.966,0.983,1,778,813.585,128.307,data_traditional
1633,-53.948,10.819,32.123,0.423,0.502,1.916,-5.394,0.844,85.928,0.968,0.984,1,673,621.938,121.138,data_traditional
1634,133.265,-7.753,31.476,0.438,0.624,2.206,-6.041,0.701,-77.428,0.925,0.949,1,389,292.634,119.54,data_traditional
1635,5.004,-9.083,31.652,0.429,0.573,2.166,-5.866,0.749,86.445,0.945,0.979,1,531,441.646,122.513,data_traditional
1636,-116.206,-14.439,31.748,0.422,0.471,2.015,-5.769,0.896,-66.55,0.959,0.988,1,589,532.63,121.703,data_traditional
1637,-69.652,-25.434,30.462,0.505,0.587,2.286,-7.056,0.861,39.116,0.927,0.906,1,310,227.311,116.788,data_traditional
1638,62.669,-32.12,31.928,0.441,0.553,1.884,-5.589,0.798,-85.116,0.95,0.984,1,586,642.005,125.604,data_traditional
1639,107.675,-34.851,31.43,0.43,0.534,2.213,-6.087,0.804,-83.382,0.951,0.984,1,436,454.543,120.397,data_traditional
1640,158.915,-47.416,5.544,0.444,0.716,3.059,-31.973,0.621,-14.793,0.778,0.612,0,227,89.218,116.53,data_traditional
1641,-144.883,-47.371,31.245,0.432,0.516,2.232,-6.273,0.838,89.465,0.949,0.98,1,454,399.424,117.634,data_traditional
1642,114.222,-73.779,28.337,0.545,0.686,3.078,-9.181,0.795,17.852,0.923,0.883,0,589,347.951,120.927,data_traditional
1643,64.701,-79.036,31.657,0.413,0.53,2.078,-5.86,0.778,89.87,0.956,0.986,1,726,611.379,122.177,data_traditional
1644,5.675,-81.741,31.869,0.43,0.515,1.972,-5.648,0.836,-86.783,0.953,0.982,1,657,603.446,126.02,data_traditional
1645,144.284,-82.395,31.651,0.433,0.533,2.077,-5.866,0.813,-85.099,0.943,0.958,1,527,365.377,118.38,data_traditional
1646,-75.849,-94.661,31.611,0.462,0.501,2.265,-5.906,0.921,21.887,0.966,0.991,1,645,588.882,123.89,data_traditional
1647,-84.119,85.07,31.869,0.378,0.529,2.048,-5.649,0.714,86.704,0.962,0.974,1,600,629.291,122.257,data_traditional
1648,155.532,65.385,31.523,0.391,0.623,2.094,-5.994,0.628,-83.474,0.924,0.958,1,423,345.562,125.236,data_traditional
1649,-52.025,9.207,28.743,0.526,0.62,4.075,-8.774,0.848,0.759,0.904,0.818,0,560,343.588,124.994,data_traditional
1650,51.557,1.464,31.773,0.412,0.573,2.204,-5.745,0.72,89.603,0.951,0.989,1,580,505.082,120.622,data_traditional
1651,89.396,-13.425,31.965,0.408,0.604,1.976,-5.552,0.675,-86.262,0.968,0.983,1,672,617.324,127.653,data_traditional
1652,-75.356,-22.852,32.284,0.409,0.548,2.145,-5.234,0.745,-69.285,0.95,0.975,1,682,567.221,123.313,data_traditional
1653,-89.058,-28.578,31.753,0.417,0.608,2.103,-5.765,0.686,75.934,0.965,0.962,1,609,542.2,123.248,data_traditional
1654,-90.152,-39.33,32.171,0.37,0.497,1.882,-5.346,0.744,-84.391,0.937,0.984,1,606,562.546,129.017,data_traditional
1655,53.302,-46.323,32.113,0.426,0.568,1.985,-5.404,0.751,83.235,0.934,0.991,1,791,673.039,125.359,data_traditional
1656,146.126,-47.561,32.244,0.408,0.602,2.133,-5.273,0.678,-76.636,0.953,0.989,1,668,674.585,121.478,data_traditional
1657,4.522,-54.867,32.207,0.437,0.514,1.895,-5.31,0.85,-85.203,0.961,0.985,1,674,672.491,122.353,data_traditional
1658,-152.246,-62.995,32.059,0.435,0.481,2.096,-5.458,0.905,-65.753,0.968,0.992,1,857,774.546,120.878,data_traditional
1659,-50.776,-83.463,32.318,0.485,0.543,2.208,-5.199,0.892,79.124,0.962,0.988,1,827,742.92,125.628,data_traditional
1660,-114.07,-94.93,29.249,0,0,3.539,-8.268,0.0,0,0,0.829,0,179,0,0,data_traditional
1661,-74.41,87.009,32.036,0.441,0.559,1.556,-5.481,0.788,-61.935,0.939,0.945,1,423,292.4,120.953,data_traditional
1662,-24.666,32.687,32.331,0.422,0.544,2.105,-5.186,0.776,88.714,0.959,0.972,1,696,588.584,122.264,data_traditional
1663,52.526,5.244,32.243,0.445,0.575,1.999,-5.274,0.773,-88.139,0.972,0.985,1,643,598.073,123.034,data_traditional
1664,16.388,-6.013,32.276,0.431,0.538,2.059,-5.241,0.801,-85.979,0.957,0.978,1,583,610.669,124.869,data_traditional
1665,-64.603,-28.263,32.332,0.387,0.59,2.255,-5.185,0.656,84.737,0.972,0.988,1,784,782.193,123.392,data_traditional
1666,150.318,-62.653,29.703,0.552,0.65,2.419,-7.814,0.85,11.107,0.884,0.77,0,397,213.335,114.883,data_traditional
1667,122.076,-68.718,31.959,0.413,0.578,2.001,-5.558,0.714,86.049,0.962,0.985,1,560,492.316,119.877,data_traditional
1668,-108.604,-84.423,32.274,0.461,0.481,2.221,-5.244,0.959,10.715,0.96,0.995,1,779,727.489,125.017,data_traditional
1669,94.351,-90.86,32.13,0.484,0.518,1.898,-5.388,0.935,85.717,0.955,0.979,1,707,666.918,122.915,data_traditional
1670,-3.168,85.238,28.775,0.442,0.549,3.606,-8.742,0.805,73.205,0.958,0.843,0,617,571.815,126.988,data_traditional
1671,-150.516,37.813,32.212,0.424,0.641,2.244,-5.306,0.662,-77.487,0.95,0.975,1,454,364.462,116.792,data_traditional
1672,30.02,24.063,32.708,0.437,0.539,2.068,-4.81,0.81,89.576,0.962,0.985,1,674,626.15,126.575,data_traditional
1673,-147.065,-1.435,32.202,0.375,0.545,2.214,-5.315,0.688,85.369,0.924,0.964,1,342,305.625,114.718,data_traditional
1674,79.901,-2.562,32.418,0.438,0.6,2.035,-5.099,0.73,-81.356,0.962,0.978,1,623,582.396,121.098,data_traditional
1675,49.979,-14.58,32.404,0.423,0.686,2.118,-5.113,0.616,-83.364,0.961,0.99,1,648,588.847,123.354,data_traditional
1676,126.519,52.864,30.598,0.848,1.213,1.152,-6.919,0.699,67.339,0.831,0.211,0,181,92.779,116.785,data_traditional
1677,126.525,52.87,30.598,0.849,1.172,1.152,-6.919,0.725,68.427,0.812,0.211,0,181,92.757,117.399,data_traditional
1678,-137.336,31.164,32.78,0.438,0.495,2.1,-4.737,0.885,-63.04,0.954,0.981,1,570,439.037,121.308,data_traditional
1679,119.076,30.676,32.244,0.4,0.594,1.946,-5.274,0.673,-73.995,0.929,0.967,1,391,317.235,115.21,data_traditional
1680,-69.564,-10.261,32.888,0.429,0.522,2.104,-4.629,0.822,-88.812,0.966,0.969,1,724,696.659,125.52,data_traditional
1681,-13.326,-25.321,37.562,0.5,0.574,3.582,0.045,0.871,33.563,0.947,0.844,0,550,482.159,120.615,data_traditional
1682,9.172,-30.459,32.868,0.411,0.537,1.966,-4.649,0.765,-79.46,0.96,0.983,1,754,656.279,124.305,data_traditional
1683,77.334,-32.335,32.575,0.438,0.539,2.166,-4.942,0.812,-72.648,0.956,0.981,1,510,617.61,123.823,data_traditional
1684,-159.89,-38.506,31.877,0.41,0.555,2.169,-5.641,0.739,76.809,0.948,0.975,1,394,314.673,116.064,data_traditional
1685,-103.072,-54.117,29.066,0.15,2.426,3.592,-8.452,0.062,0.048,0.055,0.879,0,119,-79.251,148.888,data_traditional
1686,150.266,-62.72,28.759,0.401,0.531,2.133,-8.758,0.754,-68.036,0.932,0.98,1,416,368.739,118.313,data_traditional
1687,-53.755,-76.099,33.466,0.505,0.653,3.113,-4.051,0.773,8.903,0.912,0.685,0,624,454.596,124.633,data_traditional
1688,-28.929,-87.572,28.434,0.524,0.743,3.449,-9.083,0.706,-6.431,0.934,0.947,0,756,590.903,127.987,data_traditional
1689,48.621,91.755,33.074,0.382,0.577,1.968,-4.443,0.661,-82.336,0.956,0.984,1,667,723.297,127.204,data_traditional
1690,-139.859,87.61,33.081,0.422,0.507,2.137,-4.437,0.833,-75.795,0.961,0.945,1,451,553.184,120.467,data_traditional
1691,-131.369,81.233,35.207,0.51,0.659,4.975,-2.31,0.773,-68.34,0.845,0.859,0,489,480.225,143.137,data_traditional
1692,66.321,72.34,32.747,0.428,0.657,2.337,-4.77,0.652,-73.409,0.939,0.966,1,592,539.279,125.167,data_traditional
1693,-45.595,46.136,32.536,0.396,0.463,1.897,-4.981,0.856,-76.869,0.957,0.968,1,565,516.34,123.15,data_traditional
1694,131.651,28.905,15.842,0.394,0.487,2.157,-21.675,0.809,-77.897,0.934,0.956,1,331,314.499,116.879,data_traditional
1695,-133.828,12.653,21.301,0.384,0.463,2.166,-16.216,0.829,74.169,0.904,0.864,1,299,216.113,112.935,data_traditional
1696,-0.739,9.791,32.886,0.397,0.535,1.93,-4.631,0.741,-74.783,0.965,0.976,1,693,675.381,123.731,data_traditional
1697,71.424,0.302,33.091,0.43,0.536,1.802,-4.426,0.802,-81.059,0.964,0.983,1,685,707.271,124.817,data_traditional
1698,-113.08,-12.21,30.268,0,0,3.821,-7.25,0.0,0,0,0.761,0,162,0,0,data_traditional
1699,-56.379,-31.427,33.033,0.465,0.573,2.083,-4.484,0.812,-88.673,0.964,0.982,1,681,695.05,126.731,data_traditional
1700,-91.96,-37.07,33.522,0,0,3.871,-3.996,0.0,0,0,0.849,0,182,0,0,data_traditional
1701,-80.938,-55.22,32.529,0.371,0.538,2.229,-4.989,0.689,82.764,0.966,0.987,1,570,491.95,119.868,data_traditional
1702,-88.967,-66.568,32.864,0.411,0.496,2.04,-4.653,0.828,-77.887,0.955,0.986,1,547,490.679,122.623,data_traditional
1703,81.819,-68.703,32.521,0.418,0.544,1.983,-4.996,0.769,-86.089,0.948,0.99,1,635,511.719,121.251,data_traditional
1704,-126.66,81.178,32.236,0.457,0.58,2.383,-5.281,0.788,-80.217,0.923,0.948,1,307,230.669,119.408,data_traditional
1705,-43.01,68.394,33.781,0.462,0.532,3.566,-3.736,0.868,82.653,0.963,0.904,0,809,732.08,133.348,data_traditional
1706,154.44,63.787,32.763,0.372,0.816,2.108,-4.754,0.455,-83.012,0.888,0.962,0,442,299.001,116.226,data_traditional
1707,-163.202,55.511,32.526,0.399,0.507,2.367,-4.991,0.786,-88.516,0.904,0.902,1,215,182.958,113.861,data_traditional
1708,11.79,44.39,33.55,0.443,0.52,2.146,-3.967,0.853,-83.613,0.96,0.968,1,515,508.851,123.959,data_traditional
1709,25.062,23.82,33.045,0.381,0.637,2.085,-4.472,0.599,-83.86,0.959,0.986,1,724,635.857,121.753,data_traditional
1710,-154.402,6.973,33.287,0.43,0.56,2.166,-4.23,0.767,-80.646,0.97,0.988,1,691,579.784,119.518,data_traditional
1711,-153.085,-7.979,32.982,0.385,0.535,2.188,-4.535,0.72,-88.588,0.966,0.987,1,649,647.941,123.166,data_traditional
1712,159.503,-31.602,29.519,0.366,0.61,2.246,-7.998,0.6,-68.564,0.896,0.963,0,466,323.561,116.884,data_traditional
1713,82.928,-88.337,33.028,0.383,0.538,1.864,-4.489,0.711,88.722,0.962,0.987,1,720,681.873,121.002,data_traditional
1714,-115.176,90.834,4.308,0.408,0.481,2.517,-33.209,0.848,-63.68,0.924,0.944,1,351,300.882,120.135,data_traditional
1715,-105.835,82.075,32.542,0.399,0.566,2.152,-4.975,0.705,89.352,0.907,0.964,1,327,289.557,119.253,data_traditional
1716,102.699,81.963,33.296,0.441,0.691,1.973,-4.221,0.639,-75.955,0.919,0.973,1,542,392.556,122.882,data_traditional
1717,62.674,73.135,33.152,0.441,0.565,2.183,-4.365,0.78,-78.702,0.933,0.975,1,559,445.904,123.535,data_traditional
1718,139.134,62.144,32.719,0.437,0.758,2.461,-4.798,0.576,-76.62,0.889,0.939,0,338,267.83,119.049,data_traditional
1719,110.951,54.585,33.412,0.43,0.601,2.135,-4.105,0.715,-89.988,0.93,0.968,1,476,440.992,119.444,data_traditional
1720,117.643,45.655,31.335,0.437,0.667,2.319,-6.182,0.655,-89.528,0.912,0.686,0,444,298.91,118.557,data_traditional
1721,-95.282,42.841,33.573,0.424,0.531,2.14,-3.944,0.799,85.494,0.956,0.986,1,720,612.568,123.091,data_traditional
1722,77.566,-13.32,29.927,0.498,0.648,3.681,-7.591,0.769,16.457,0.909,0.87,0,654,396.56,124.219,data_traditional
1723,-38.722,-20.444,29.301,0.461,0.517,2.04,-8.217,0.891,87.606,0.965,0.988,1,638,583.602,123.809,data_traditional
1724,-62.838,-32.563,33.621,0.428,0.502,2.081,-3.896,0.852,-85.918,0.964,0.99,1,695,754.839,124.798,data_traditional
1725,159.315,-50.188,33.507,0.409,0.574,2.576,-4.011,0.713,-81.368,0.945,0.951,1,567,467.246,117.751,data_traditional
1726,-29.764,-54.462,30.065,0.656,1.136,2.69,-7.452,0.577,6.117,0.909,0.849,0,517,236.984,118.711,data_traditional
1727,-20.891,-70.738,41.344,0.446,0.55,2.093,3.826,0.811,-9.42,0.958,0.935,1,951,648.75,121.979,data_traditional
1728,-138.972,-81.572,33.548,0.447,0.51,2.015,-3.969,0.876,-79.91,0.957,0.988,1,644,621.033,121.672,data_traditional
1729,72.896,-92.907,33.437,0.433,0.583,2.004,-4.08,0.742,74.373,0.975,0.98,1,753,726.207,121.801,data_traditional
1730,-105.361,69.565,33.444,0.434,0.517,1.895,-4.073,0.84,-77.223,0.938,0.974,1,541,478.259,125.176,data_traditional
1731,164.259,45.252,33.549,0.589,1.436,2.011,-3.968,0.41,-89.537,0.575,0.948,0,352,235.303,82.676,data_traditional
1732,-115.991,7.353,33.676,0.425,0.503,2.11,-3.841,0.846,-85.392,0.957,0.978,1,586,575.967,121.162,data_traditional
1733,-3.796,6.876,34.122,0.419,0.535,1.899,-3.395,0.782,-74.171,0.967,0.987,1,853,858.175,127.889,data_traditional
1734,148.958,1.694,33.14,0.415,0.669,2.143,-4.378,0.619,-87.797,0.935,0.976,1,434,364.589,119.255,data_traditional
1735,-127.328,-8.608,33.054,0.391,0.531,2.223,-4.463,0.736,86.739,0.968,0.98,1,438,475.368,118.783,data_traditional
1736,32.917,-13.127,33.638,0.417,0.567,1.758,-3.879,0.734,-88.051,0.961,0.98,1,693,661.191,120.907,data_traditional
1737,88.29,-40.767,33.631,0.401,0.589,2.084,-3.886,0.68,-87.586,0.952,0.991,1,697,675.492,125.447,data_traditional
1738,-72.324,-55.061,33.336,0.442,0.523,2.274,-4.182,0.844,-89.173,0.952,0.985,1,549,502.569,121.06,data_traditional
1739,-18.473,-58.982,33.705,0.432,0.515,2.067,-3.812,0.839,-87.782,0.961,0.986,1,844,761.331,128.271,data_traditional
1740,-44.933,-64.927,33.833,0.438,0.52,2.158,-3.684,0.842,-72.178,0.961,0.986,1,620,592.544,121.433,data_traditional
1741,-160.975,-72.546,33.18,0.417,0.466,2.095,-4.337,0.894,57.928,0.955,0.984,1,433,407.298,119.237,data_traditional
1742,-147.145,-86.165,33.399,0.391,0.505,2.121,-4.118,0.773,86.465,0.933,0.985,1,523,443.087,117.115,data_traditional
1743,47.74,-87.053,33.473,0.472,0.506,2.023,-4.045,0.932,-67.249,0.961,0.988,1,678,585.249,120.943,data_traditional
1744,100.172,90.609,33.603,0.419,0.58,1.657,-3.914,0.722,-54.561,0.875,0.918,0,434,338.123,121.493,data_traditional
1745,139.134,62.144,32.719,0.437,0.758,2.461,-4.798,0.576,-76.62,0.889,0.939,0,338,267.83,119.049,data_traditional
1746,140.747,60.771,33.515,0.399,0.594,2.025,-4.002,0.672,-83.943,0.72,0.966,0,415,359.618,126.0,data_traditional
1747,10.057,27.459,34.37,0.413,0.462,3.724,-3.147,0.894,-89.118,0.552,0.927,0,695,628.212,157.04,data_traditional
1748,-88.639,24.749,29.684,0.422,0.444,3.829,-7.833,0.952,-87.631,0.97,0.903,0,963,825.853,128.858,data_traditional
1749,-123.847,16.611,33.096,0.447,0.579,2.386,-4.421,0.772,-66.276,0.921,0.971,1,386,285.102,115.265,data_traditional
1750,159.417,9.632,25.589,1.748,3.73,2.062,-11.929,0.469,-82.946,0.175,0.943,0,114,-52.77,166.438,data_traditional
1751,64.773,-2.347,33.873,0.429,0.499,2.113,-3.644,0.86,-81.441,0.949,0.989,1,621,585.628,121.827,data_traditional
1752,19.972,-27.897,34.105,0.488,0.513,1.826,-3.412,0.951,77.027,0.961,0.987,1,687,632.009,129.119,data_traditional
1753,99.758,-33.166,29.895,0.447,0.669,2.062,-7.623,0.667,67.399,0.911,0.964,1,454,469.21,124.684,data_traditional
1754,159.315,-50.188,33.507,0.409,0.574,2.576,-4.011,0.713,-81.368,0.945,0.951,1,567,467.246,117.751,data_traditional
1755,132.171,-50.463,33.471,0.391,0.608,1.958,-4.046,0.644,-87.437,0.967,0.964,1,425,424.176,119.089,data_traditional
1756,-93.128,-55.981,33.826,0.451,0.509,1.809,-3.692,0.887,50.91,0.949,0.799,0,524,424.564,121.239,data_traditional
1757,-161.392,-78.249,33.585,0.433,0.487,2.296,-3.933,0.889,74.545,0.965,0.979,1,492,404.984,115.272,data_traditional
1758,74.998,-85.679,33.245,0.419,0.532,2.01,-4.272,0.788,81.824,0.951,0.989,1,572,427.464,120.067,data_traditional
1759,-52.431,91.415,34.344,0.411,0.55,1.938,-3.173,0.747,-75.112,0.97,0.984,1,667,681.558,125.188,data_traditional
1760,-123.669,50.666,34.106,0.374,0.465,1.852,-3.411,0.805,-76.111,0.957,0.963,1,449,467.325,119.155,data_traditional
1761,103.203,47.684,34.001,0.396,0.573,2.076,-3.516,0.692,-78.787,0.919,0.987,1,624,462.245,125.201,data_traditional
1762,-32.957,40.991,34.068,0.429,0.549,2.008,-3.449,0.782,-85.369,0.961,0.987,1,675,585.245,122.0,data_traditional
1763,155.376,26.468,33.692,0.405,0.684,1.817,-3.825,0.593,-79.127,0.94,0.972,1,493,403.429,120.616,data_traditional
1764,92.922,22.786,33.954,0.442,0.654,2.155,-3.563,0.676,-76.641,0.938,0.965,1,576,470.779,121.717,data_traditional
1765,23.933,-11.022,30.752,0.523,0.616,3.269,-6.765,0.848,10.09,0.903,0.857,0,598,361.342,124.452,data_traditional
1766,-93.387,-12.096,30.555,0.144,4.414,3.759,-6.963,0.033,-0.085,0.056,0.82,0,118,-89.252,140.41,data_traditional
1767,110.068,-57.84,30.246,0.553,0.666,3.682,-7.271,0.83,7.122,0.921,0.891,0,683,465.935,123.222,data_traditional
1768,11.546,-66.296,34.243,0.471,0.511,2.112,-3.274,0.921,71.764,0.96,0.989,1,768,766.784,128.169,data_traditional
1769,0.268,-68.041,21.593,0.455,0.567,2.029,-15.924,0.802,-82.191,0.961,0.849,1,813,695.281,127.194,data_traditional
1770,108.829,-90.245,30.775,0.527,0.869,2.699,-6.742,0.607,9.791,0.91,0.798,0,486,316.335,117.811,data_traditional
1771,-13.198,-95.561,34.124,0.413,0.491,2.049,-3.394,0.842,88.037,0.969,0.993,1,904,890.693,126.808,data_traditional
1772,-25.106,-95.981,33.129,0.546,0.711,2.54,-4.388,0.768,-82.104,0.743,0.643,0,425,355.647,108.013,data_traditional
1773,-57.943,85.046,2.792,0,0,2.0,-34.725,0.0,0,0,0.955,0,451,0,0,data_traditional
1774,50.722,73.831,34.363,0.379,0.572,2.125,-3.154,0.663,-79.622,0.729,0.983,0,562,590.264,140.83,data_traditional
1775,143.314,47.301,34.028,0.381,0.666,2.329,-3.49,0.572,-77.29,0.923,0.978,1,405,390.226,120.221,data_traditional
1776,109.07,43.276,30.505,0.426,0.571,3.296,-7.012,0.746,86.431,0.923,0.777,0,572,428.503,121.745,data_traditional
1777,-4.248,39.908,34.394,0.389,0.562,2.089,-3.123,0.692,-85.433,0.927,0.984,1,620,632.357,137.331,data_traditional
1778,-132.21,22.303,33.961,0.418,0.501,1.975,-3.556,0.835,-69.451,0.943,0.973,1,452,351.442,116.323,data_traditional
1779,23.341,15.066,34.343,0.429,0.56,2.047,-3.175,0.766,-88.288,0.968,0.991,1,790,761.663,125.645,data_traditional
1780,29.683,-8.488,34.131,0.417,0.542,1.913,-3.387,0.769,-83.351,0.952,0.98,1,714,604.096,122.001,data_traditional
1781,-5.872,-11.959,34.595,0.428,0.565,2.06,-2.922,0.757,-82.831,0.961,0.99,1,914,886.767,132.709,data_traditional
1782,-82.961,-20.019,30.426,0.141,4.79,4.324,-7.091,0.029,-0.083,0.11,0.829,0,116,-137.37,146.766,data_traditional
