,
,
data_traditional.tif,
Emission wavelength,500 nm
NA,1.15
Refraction index,1.33
Voxel size,220 nm x 220 nm x 220 nm
Bead diameter,100 nm
,
Frame size,10 pixels
Threshold,222
,
Theoretical FWHM in XY,223 nm
Theoratical FWHM in Z,885 nm
,
HeatMap Statistics,
FWHM min,425 nm +/- 17 nm
FWHMmin / Theoretical FWHMxy,1.907 +/- 0.077
FWHM max,582 nm +/- 59 nm
FWHMmax / Theoretical FWHMxy,2.614 +/- 0.263
FWHM z,1.38 um +/- 114.79 nm
FWHMz / Theoretical FWHMz,1.564 +/- 0.13
z0,+/- 8.19 um
(z0 - mean(z0)) / FWHMz,+/- 9.256
Asymmetry,0.743 +/- 0.066
Theta,13.9 deg +/- 53.4 deg
,

Bead Id,x0 (um),y0 (um),z0 (um),FWHM min (um),FWHM max (um),FWHM z (um),z0 - mean(z0) (um),Asymmetry,Theta (degrees),R^2 FWHM min/max,R^2 FWHMz,Fit valid,Centroid brightness,Fitted Brightness(A),Fitted background(B),Image name
1544,-130.641,-92.438,64.259,0.403,0.56,1.332,25.377,0.72,-81.998,0.975,0.944,1,1401,1366.847,125.124,data_traditional
1545,-65.482,92.789,34.86,0.434,0.886,1.093,-4.022,0.489,-75.457,0.962,0.98,1,745,816.882,129.028,data_traditional
1546,-121.014,84.966,34.525,0.528,0.596,1.715,-4.357,0.886,-50.431,0.919,0.967,1,708,503.553,124.623,data_traditional
1547,136.199,21.36,34.511,0.497,0.553,1.541,-4.371,0.898,-11.637,0.979,0.972,1,883,816.24,116.879,data_traditional
1548,8.426,8.504,34.67,0.387,0.549,1.271,-4.212,0.705,-71.439,0.982,0.987,1,2008,2107.14,127.884,data_traditional
1549,-146.078,1.36,24.927,0.391,0.517,1.34,-13.955,0.756,33.333,0.985,0.962,1,464,479.522,116.115,data_traditional
1550,110.831,-10.148,32.928,0.983,1.569,1.313,-5.953,0.627,68.421,0.721,0.609,0,157,105.0,123.46,data_traditional
1551,110.44,-10.78,32.928,0,0,1.313,-5.953,0.0,0,0,0.609,0,223,0,0,data_traditional
1552,-120.938,-61.829,34.294,0.438,0.537,1.211,-4.588,0.816,70.272,0.987,0.972,1,1516,1504.282,132.211,data_traditional
1553,-157.483,88.657,35.323,0.437,0.469,1.479,-3.559,0.932,-46.765,0.964,0.989,1,1345,1302.383,132.024,data_traditional
1554,-73.065,79.258,35.216,0.452,0.652,1.575,-3.666,0.693,-68.734,0.945,0.977,1,1070,959.185,132.706,data_traditional
1555,-41.872,16.489,35.053,0.404,0.539,1.364,-3.828,0.749,75.892,0.986,0.991,1,1298,1510.215,128.187,data_traditional
1556,59.137,6.151,35.08,0.461,0.526,1.518,-3.802,0.876,79.405,0.966,0.97,1,1018,1024.786,130.584,data_traditional
1557,60.94,-12.48,35.201,0.414,0.476,1.479,-3.68,0.869,-42.564,0.961,0.993,1,1175,1210.709,128.832,data_traditional
1558,-84.687,-71.903,35.107,0.435,0.547,1.442,-3.775,0.794,-8.539,0.957,0.982,1,1487,1367.737,133.964,data_traditional
1559,-60.973,-79.832,48.662,0.405,0.544,1.149,9.781,0.744,85.932,0.991,0.994,1,1987,2200.21,126.637,data_traditional
1560,-65.482,92.787,34.86,0.433,0.894,1.093,-4.022,0.485,-75.626,0.964,0.98,1,745,812.684,129.833,data_traditional
1561,-154.248,46.711,35.206,0.403,0.494,1.151,-3.675,0.816,-58.552,0.952,0.942,1,735,1058.52,139.943,data_traditional
1562,-111.201,-17.59,35.146,0.405,0.485,1.522,-3.736,0.836,37.065,0.979,0.994,1,1266,1360.406,127.791,data_traditional
1563,-13.595,-44.996,35.219,0.505,0.547,1.336,-3.663,0.924,-57.111,0.963,0.96,1,1140,1155.93,126.107,data_traditional
1564,5.908,-45.352,34.708,0.455,0.606,1.273,-4.173,0.751,-81.976,0.979,0.984,1,1444,1363.965,126.911,data_traditional
1565,-13.595,-44.996,35.219,0.501,0.543,1.336,-3.663,0.923,-57.775,0.962,0.96,1,1140,1156.719,129.741,data_traditional
1566,54.485,-58.667,24.038,0.458,0.495,1.411,-14.844,0.924,-9.924,0.965,0.714,0,1105,1143.271,134.309,data_traditional
1567,90.69,-61.764,35.237,0.397,0.516,1.276,-3.645,0.77,-56.063,0.987,0.976,1,1617,1757.28,128.372,data_traditional
1568,109.249,-76.123,34.907,0.502,0.562,1.519,-3.975,0.894,-70.706,0.985,0.99,1,1025,1078.69,122.48,data_traditional
1569,-41.09,-95.04,34.355,0.471,0.626,1.255,-4.527,0.753,81.46,0.975,0.98,1,704,717.408,123.513,data_traditional
1570,-25.74,78.98,62.244,0,0,1.296,23.363,0.0,0,0,0.97,0,1796,0,0,data_traditional
1571,58.426,61.221,35.554,0.546,0.588,1.818,-3.328,0.928,36.721,0.936,0.982,1,683,672.573,121.071,data_traditional
1572,-154.248,46.711,35.206,0.403,0.494,1.151,-3.675,0.816,-58.552,0.952,0.942,1,735,1058.52,139.943,data_traditional
1573,108.326,34.247,35.012,0.408,0.518,1.585,-3.87,0.788,52.241,0.96,0.956,1,591,987.717,125.526,data_traditional
1574,103.569,1.801,35.396,0.417,0.463,1.405,-3.486,0.899,59.552,0.973,0.972,1,1268,1399.269,123.535,data_traditional
1575,115.681,-0.858,34.932,0.427,0.488,1.459,-3.95,0.875,-70.748,0.981,0.941,1,1008,989.483,119.898,data_traditional
1576,9.251,-42.031,35.184,0.469,0.59,1.276,-3.698,0.795,-70.733,0.974,0.977,1,1493,1340.212,126.257,data_traditional
1577,9.251,-42.031,35.184,0.469,0.59,1.276,-3.698,0.795,-70.733,0.974,0.977,1,1493,1340.212,126.257,data_traditional
1578,9.501,-47.971,53.568,0.384,0.628,1.188,14.686,0.61,83.877,0.987,0.992,1,1627,1916.028,125.439,data_traditional
1579,-119.441,-59.794,35.122,0.565,0.631,1.572,-3.759,0.895,11.583,0.956,0.961,1,1245,778.623,120.102,data_traditional
1580,125.423,-66.906,34.543,0.396,0.691,1.282,-4.338,0.573,-51.213,0.978,0.984,1,703,624.262,117.371,data_traditional
1581,-42.302,-72.868,34.724,0.422,0.611,1.251,-4.158,0.691,75.765,0.964,0.97,1,1170,1205.281,127.539,data_traditional
1582,159.877,-74.627,34.773,0.392,0.754,1.774,-4.108,0.52,-35.408,0.981,0.979,1,604,569.118,116.459,data_traditional
1583,75.492,-79.619,35.074,0.482,0.64,1.318,-3.808,0.753,-79.951,0.973,0.962,1,990,1031.486,122.804,data_traditional
1584,-129.218,-82.949,34.495,0.427,0.628,1.403,-4.386,0.679,61.189,0.969,0.979,1,698,687.134,122.909,data_traditional
1585,-24.629,91.386,35.293,0.382,0.848,1.192,-3.589,0.451,87.369,0.99,0.991,1,1164,1169.633,124.19,data_traditional
1586,105.22,64.212,35.639,0.431,0.543,1.612,-3.243,0.794,53.936,0.938,0.979,1,1026,934.297,126.411,data_traditional
1587,-160.978,63.818,35.089,0.423,0.57,1.72,-3.792,0.743,-32.742,0.968,0.946,1,543,454.145,116.282,data_traditional
1588,121.819,37.604,35.694,0.387,0.449,1.366,-3.188,0.861,10.908,0.971,0.987,1,1151,1069.146,119.728,data_traditional
1589,120.215,25.263,35.32,0.397,0.439,1.551,-3.562,0.905,18.898,0.975,0.95,1,853,1030.993,121.656,data_traditional
1590,130.288,-18.471,35.214,0.394,0.54,1.235,-3.667,0.73,-35.11,0.99,0.982,1,933,915.449,118.711,data_traditional
1591,-94.234,-40.923,35.259,0.42,0.523,1.355,-3.623,0.802,88.04,0.973,0.989,1,1013,1125.515,127.926,data_traditional
1592,-104.071,-45.989,35.233,0.413,0.51,1.214,-3.648,0.811,78.908,0.978,0.989,1,1677,1633.372,135.562,data_traditional
1593,94.44,-74.939,35.465,0.412,0.505,1.416,-3.416,0.816,-63.032,0.984,0.986,1,1520,1748.974,132.326,data_traditional
1594,-146.29,78.24,35.301,0.422,0.558,1.309,-3.581,0.757,-57.128,0.959,0.977,1,489,513.918,119.924,data_traditional
1595,30.091,73.268,36.244,0.436,0.76,1.177,-2.638,0.574,65.014,0.947,0.986,1,1129,1018.36,128.443,data_traditional
1596,-123.994,36.423,35.526,0.477,0.628,1.205,-3.356,0.759,-69.2,0.972,0.988,1,825,963.744,133.071,data_traditional
1597,130.146,33.368,35.815,0.438,0.468,1.288,-3.066,0.935,46.769,0.971,0.986,1,780,889.87,117.443,data_traditional
1598,22.443,24.814,35.976,0.403,0.501,1.382,-2.906,0.805,-76.224,0.977,0.984,1,1827,1773.249,129.948,data_traditional
1599,93.064,17.631,30.59,0.079,0.328,1.158,-8.292,0.241,87.449,0.0,0.971,0,0,-53.482,195.57,data_traditional
1600,118.92,-0.667,35.313,0.436,0.465,1.397,-3.569,0.938,-30.175,0.984,0.978,1,705,845.424,120.512,data_traditional
1601,23.559,-32.489,36.028,0.488,0.541,1.327,-2.854,0.902,-29.449,0.963,0.987,1,1248,1151.761,124.567,data_traditional
1602,127.561,86.243,35.944,0.395,0.542,1.564,-2.937,0.728,42.118,0.94,0.965,1,738,780.741,121.031,data_traditional
1603,-76.06,72.639,36.456,0.494,0.598,1.614,-2.425,0.826,-72.483,0.953,0.949,1,1170,1046.586,135.455,data_traditional
1604,158.422,67.568,35.627,0.405,0.524,1.425,-3.254,0.773,9.969,0.966,0.979,1,650,586.146,116.14,data_traditional
1605,-77.66,53.9,63.04,0,0,1.129,24.159,0.0,0,0,0.925,0,1093,0,0,data_traditional
1606,-92.4,51.26,36.694,0,0,1.44,-2.188,0.0,0,0,0.961,0,810,0,0,data_traditional
1607,-85.715,50.585,36.323,0.503,0.531,1.257,-2.558,0.948,-51.992,0.952,0.984,1,1113,1191.342,135.213,data_traditional
1608,-91.097,46.138,35.913,0.467,0.556,1.567,-2.969,0.84,-68.248,0.962,0.988,1,824,701.958,128.528,data_traditional
1609,-138.367,-16.072,35.731,0.513,0.546,1.67,-3.151,0.939,51.993,0.962,0.954,1,723,737.861,117.979,data_traditional
1610,-128.702,-19.074,35.776,0.394,0.469,1.34,-3.106,0.839,-33.956,0.98,0.975,1,911,1022.057,120.953,data_traditional
1611,-140.851,-25.481,35.692,0.419,0.452,1.324,-3.189,0.926,81.812,0.992,0.961,1,653,1012.006,118.985,data_traditional
1612,155.603,-32.186,35.211,0.393,0.863,1.272,-3.67,0.455,-36.368,0.974,0.975,1,526,456.311,117.242,data_traditional
1613,96.661,-33.669,35.775,0.409,0.46,1.256,-3.106,0.89,-42.734,0.98,0.987,1,1444,1331.433,126.887,data_traditional
1614,18.441,-65.962,35.842,0.461,0.538,1.263,-3.04,0.858,-74.814,0.964,0.984,1,1682,1622.23,132.641,data_traditional
1615,135.098,-85.038,35.501,0.414,0.64,1.631,-3.381,0.647,-51.144,0.983,0.983,1,555,585.254,119.171,data_traditional
1616,125.324,-89.226,35.788,0.446,0.61,1.659,-3.094,0.732,-45.352,0.978,0.989,1,863,836.316,120.469,data_traditional
1617,10.241,55.476,36.344,0.441,0.589,1.417,-2.537,0.749,86.526,0.976,0.991,1,1329,1471.523,122.833,data_traditional
1618,-152.382,50.129,36.032,0.435,0.479,1.655,-2.849,0.907,-52.083,0.976,0.959,1,724,806.379,122.935,data_traditional
1619,-142.718,-2.741,35.77,0.438,0.454,1.19,-3.111,0.965,-89.127,0.984,0.968,1,976,1102.598,122.898,data_traditional
1620,44.592,-14.546,36.478,0.438,0.509,1.317,-2.403,0.86,-63.722,0.962,0.99,1,1755,1868.052,136.522,data_traditional
1621,-102.069,-18.32,35.858,0.411,0.55,1.257,-3.024,0.746,-86.147,0.968,0.976,1,895,1006.299,129.281,data_traditional
1622,43.856,-32.386,36.062,0.473,0.545,1.419,-2.819,0.867,-64.415,0.971,0.992,1,1095,1055.399,125.916,data_traditional
1623,-15.859,-35.265,35.85,0.415,0.636,1.103,-3.032,0.653,84.42,0.972,0.982,1,1519,1535.391,126.575,data_traditional
1624,-144.31,-62.867,35.552,0.434,0.46,1.447,-3.33,0.944,-79.943,0.977,0.925,1,739,678.543,120.456,data_traditional
1625,-14.014,-84.639,53.333,0.421,0.517,1.373,14.451,0.815,-82.498,0.978,0.992,1,1342,1652.067,124.716,data_traditional
1626,116.893,-94.117,35.984,0.471,0.596,1.575,-2.898,0.79,-53.542,0.981,0.972,1,802,807.359,122.307,data_traditional
1627,12.861,86.911,36.71,0.438,0.754,1.504,-2.171,0.581,77.592,0.953,0.993,1,1121,1083.506,131.378,data_traditional
1628,-11.997,74.139,46.563,0.804,1.082,1.238,7.682,0.743,40.977,0.978,0.717,0,407,382.484,117.601,data_traditional
1629,142.246,59.369,35.971,0.415,0.53,1.653,-2.911,0.783,23.831,0.955,0.961,1,662,706.912,116.689,data_traditional
1630,159.255,17.335,36.166,0.408,0.597,1.496,-2.715,0.684,-20.002,0.957,0.98,1,665,652.584,123.108,data_traditional
1631,3.822,-20.643,36.642,0.443,0.54,1.458,-2.24,0.821,-29.443,0.973,0.991,1,1733,1634.911,132.708,data_traditional
1632,153.482,-57.741,35.488,0.46,0.614,1.487,-3.393,0.75,-40.793,0.954,0.957,1,383,405.456,117.56,data_traditional
1633,-126.009,-77.154,36.32,0.456,0.514,1.397,-2.562,0.887,71.121,0.979,0.981,1,1012,965.438,126.769,data_traditional
1634,-12.051,73.829,46.563,0.773,1.642,1.238,7.682,0.471,81.41,0.87,0.717,0,337,350.945,141.57,data_traditional
1635,-54.604,-35.458,36.488,0.421,0.494,1.33,-2.393,0.852,72.369,0.965,0.988,1,1915,1789.65,139.169,data_traditional
1636,69.095,-50.704,36.453,0.416,0.496,1.145,-2.429,0.84,-71.771,0.98,0.977,1,1512,1652.202,124.327,data_traditional
1637,-125.432,-63.857,36.051,0.387,0.547,1.209,-2.83,0.707,71.95,0.983,0.981,1,882,936.032,121.178,data_traditional
1638,-89.581,-70.164,36.385,0.456,0.484,1.317,-2.497,0.942,74.226,0.976,0.989,1,1344,1287.637,132.593,data_traditional
1639,-113.404,83.548,36.553,0.46,0.642,1.85,-2.328,0.717,-71.803,0.933,0.972,1,651,668.792,129.269,data_traditional
1640,-145.447,21.306,36.328,0.518,0.556,1.697,-2.553,0.931,-34.614,0.939,0.948,1,447,448.833,115.081,data_traditional
1641,160.324,-13.232,36.743,0.433,0.684,1.564,-2.139,0.633,-32.117,0.975,0.976,1,938,873.217,124.329,data_traditional
1642,52.045,-30.866,36.904,0.425,0.534,1.114,-1.978,0.797,-66.902,0.971,0.988,1,1503,1676.816,135.608,data_traditional
1643,-56.199,-39.075,37.263,0.455,0.505,1.465,-1.619,0.901,1.734,0.968,0.957,1,1101,1660.59,135.328,data_traditional
1644,-120.538,-48.19,36.406,0.413,0.57,1.203,-2.475,0.724,77.153,0.987,0.991,1,1112,1202.95,127.622,data_traditional
1645,156.002,-95.788,36.217,0.403,0.748,1.761,-2.665,0.539,-40.114,0.972,0.964,1,502,506.674,113.866,data_traditional
1646,-127.619,81.126,36.943,0.438,0.653,1.562,-1.938,0.671,-73.528,0.957,0.988,1,852,742.821,123.89,data_traditional
1647,92.543,48.182,36.94,0.463,0.522,1.988,-1.941,0.887,55.713,0.949,0.985,1,603,718.719,126.467,data_traditional
1648,-23.19,-7.112,36.721,0.401,0.579,1.137,-2.161,0.693,88.281,0.99,0.976,1,1304,1508.223,124.943,data_traditional
1649,88.376,-10.189,39.372,0.471,0.541,1.232,0.49,0.871,-77.701,0.97,0.971,1,1495,1568.845,145.11,data_traditional
1650,-109.403,-22.873,37.107,0.409,0.461,1.409,-1.774,0.888,25.493,0.979,0.995,1,1576,1472.151,125.5,data_traditional
1651,-92.212,-32.1,37.15,0.441,0.472,1.398,-1.732,0.934,16.952,0.968,0.972,1,910,1292.137,128.554,data_traditional
1652,-116.072,-33.085,36.643,0.452,0.516,1.371,-2.239,0.875,76.776,0.984,0.989,1,1055,1240.021,127.786,data_traditional
1653,147.885,79.168,36.703,0.49,0.835,0.795,-2.179,0.587,62.288,0.973,0.912,1,592,590.023,116.742,data_traditional
1654,-103.365,74.622,37.962,0.475,0.507,1.263,-0.919,0.937,20.34,0.932,0.987,1,1214,1043.618,134.2,data_traditional
1655,-46.792,46.68,37.196,0.404,0.539,1.408,-1.685,0.751,-72.245,0.977,0.98,1,1676,1704.635,132.588,data_traditional
1656,66.96,42.898,61.98,0.42,0.598,1.347,23.099,0.702,76.48,0.957,0.989,1,1516,1573.363,132.091,data_traditional
1657,-164.242,-19.772,36.76,0.433,0.54,1.43,-2.122,0.802,18.325,0.796,0.974,0,622,606.392,87.311,data_traditional
1658,30.701,-20.219,37.248,0.432,0.546,1.32,-1.634,0.79,-52.584,0.973,0.987,1,1129,1325.231,126.237,data_traditional
1659,-36.529,-37.439,37.038,0.377,0.646,1.241,-1.843,0.584,83.593,0.98,0.96,1,938,1597.455,128.55,data_traditional
1660,17.326,-78.279,47.341,0.511,0.561,1.146,8.46,0.91,-79.326,0.979,0.894,1,1851,1721.104,126.262,data_traditional
1661,-113.78,-89.073,37.876,0.382,0.693,1.341,-1.006,0.551,69.796,0.765,0.983,0,1117,1056.848,172.767,data_traditional
1662,131.619,91.052,37.287,0.422,0.654,1.735,-1.594,0.645,50.164,0.923,0.98,1,762,682.345,125.037,data_traditional
1663,-111.639,87.585,37.408,0.473,0.595,1.728,-1.474,0.795,-59.77,0.916,0.985,1,674,639.019,126.969,data_traditional
1664,44.747,75.501,38.071,0.486,0.754,1.622,-0.81,0.645,63.646,0.91,0.992,1,1024,907.52,124.044,data_traditional
1665,137.021,32.25,37.577,0.452,0.54,1.544,-1.304,0.837,4.088,0.963,0.973,1,794,925.552,119.6,data_traditional
1666,46.094,14.953,37.311,0.493,0.546,1.69,-1.57,0.903,-87.092,0.958,0.952,1,767,787.924,127.314,data_traditional
1667,-2.884,2.045,37.714,0.374,0.53,1.218,-1.167,0.706,-82.27,0.986,0.986,1,1908,2227.946,127.672,data_traditional
1668,134.242,-27.203,37.618,0.466,0.521,1.548,-1.264,0.895,52.565,0.983,0.957,1,558,696.405,116.556,data_traditional
1669,-30.36,-43.56,-0.111,0,0,0.264,-38.993,0.0,0,0,0,0,1824,0,0,data_traditional
1670,-145.932,-43.372,36.565,0.375,0.546,1.282,-2.316,0.686,57.735,0.989,0.978,1,591,619.007,114.876,data_traditional
1671,-71.7,-46.467,38.62,0.447,0.856,1.346,-0.262,0.522,-10.664,0.883,0.852,0,905,460.094,131.493,data_traditional
1672,-71.702,-46.467,38.62,0.452,0.862,1.346,-0.262,0.524,-10.671,0.888,0.852,0,905,460.384,129.117,data_traditional
1673,-8.086,-71.539,37.298,0.513,0.551,1.274,-1.584,0.93,-89.428,0.968,0.983,1,1632,1334.594,131.333,data_traditional
1674,61.09,78.642,38.315,0.509,0.743,1.948,-0.567,0.685,67.867,0.888,0.984,0,745,926.881,133.819,data_traditional
1675,-36.661,59.415,37.876,0.409,0.651,1.101,-1.006,0.629,-87.06,0.988,0.989,1,1668,1956.474,132.259,data_traditional
1676,73.094,56.334,57.77,0.419,0.648,1.356,18.888,0.647,75.527,0.931,0.98,1,1021,788.181,133.506,data_traditional
1677,-106.282,10.024,37.748,0.411,0.527,1.288,-1.133,0.78,-87.022,0.966,0.991,1,1103,1187.183,131.275,data_traditional
1678,-96.952,3.267,37.816,0.461,0.504,1.201,-1.065,0.914,72.636,0.976,0.992,1,1455,1504.849,136.444,data_traditional
1679,14.63,-16.65,38.087,0.427,0.54,1.562,-0.795,0.79,-41.31,0.979,0.993,1,1417,1575.006,128.709,data_traditional
1680,127.358,-54.492,37.689,0.403,0.552,1.387,-1.193,0.729,-37.753,0.985,0.987,1,1283,1345.661,124.774,data_traditional
1681,-98.104,-72.17,37.483,0.41,0.596,1.257,-1.399,0.687,83.413,0.984,0.992,1,1638,1598.344,134.353,data_traditional
1682,121.38,-82.386,37.481,0.389,0.615,1.533,-1.401,0.633,-51.459,0.983,0.975,1,835,897.222,121.228,data_traditional
1683,-144.741,-90.257,37.122,0.404,0.648,1.339,-1.76,0.624,63.759,0.976,0.97,1,765,713.065,121.257,data_traditional
1684,37.201,-93.636,37.497,0.498,0.569,1.557,-1.385,0.875,-32.544,0.958,0.994,1,1103,1093.268,126.502,data_traditional
1685,-83.437,80.432,38.357,0.445,0.659,1.499,-0.525,0.675,-76.059,0.937,0.992,1,1090,1033.375,135.692,data_traditional
1686,115.734,40.303,38.411,0.528,0.627,1.552,-0.47,0.842,27.586,0.951,0.953,1,1569,870.202,118.678,data_traditional
1687,102.716,37.067,38.097,0.529,0.638,1.452,-0.785,0.829,23.171,0.929,0.957,1,963,710.613,119.805,data_traditional
1688,66.088,19.357,38.539,0.505,0.609,1.609,-0.343,0.829,70.507,0.957,0.993,1,1276,1147.309,126.536,data_traditional
1689,-55.527,14.574,38.362,0.446,0.486,1.347,-0.52,0.918,-5.492,0.941,0.977,1,997,1159.127,127.437,data_traditional
1690,-122.255,-33.649,37.82,0.444,0.5,1.186,-1.061,0.888,52.034,0.987,0.989,1,1249,1217.645,122.325,data_traditional
1691,-153.787,91.962,37.964,0.399,0.553,1.451,-0.917,0.722,-32.904,0.966,0.987,1,929,736.313,121.256,data_traditional
1692,-117.181,85.145,38.076,0.447,0.532,1.964,-0.805,0.841,-50.544,0.934,0.98,1,660,653.532,128.352,data_traditional
1693,15.107,70.047,38.398,0.504,0.57,1.331,-0.483,0.884,69.987,0.965,0.971,1,1200,1173.727,123.076,data_traditional
1694,-49.599,60.07,40.718,0.439,0.533,1.331,1.837,0.824,-84.643,0.979,0.965,1,1539,1710.833,125.033,data_traditional
1695,-111.2,59.199,38.748,0.43,0.517,1.649,-0.133,0.833,-85.304,0.685,0.981,0,1013,999.872,169.464,data_traditional
1696,78.628,43.199,38.333,0.525,0.561,1.958,-0.548,0.937,43.168,0.923,0.957,1,802,705.568,126.376,data_traditional
1697,124.043,29.746,37.601,0.418,0.487,1.395,-1.281,0.858,18.761,0.958,0.951,1,686,637.848,120.111,data_traditional
1698,81.84,25.96,17.468,0,0,1.514,-21.414,0.0,0,0,0.966,0,1228,0,0,data_traditional
1699,-30.603,21.768,38.231,0.394,0.529,1.049,-0.65,0.744,81.484,0.986,0.99,1,2123,2101.534,132.198,data_traditional
1700,-17.339,21.073,37.933,0.401,0.67,1.115,-0.949,0.598,-88.845,0.988,0.984,1,1605,1904.788,130.975,data_traditional
1701,-152.13,19.898,38.333,0.439,0.449,1.377,-0.548,0.978,17.546,0.987,0.992,1,889,1659.449,137.044,data_traditional
1702,57.584,20.215,38.422,0.453,0.565,1.279,-0.46,0.802,-15.668,0.954,0.985,1,1019,848.75,123.027,data_traditional
1703,68.234,15.408,38.561,0.481,0.507,1.525,-0.32,0.949,25.72,0.941,0.992,1,1298,1066.764,130.545,data_traditional
1704,-28.195,-91.36,37.584,0.477,0.647,1.333,-1.298,0.736,88.345,0.969,0.979,1,1610,1450.456,129.785,data_traditional
1705,153.346,96.089,37.271,0.415,0.671,1.337,-1.611,0.618,34.694,0.733,0.958,0,496,374.661,99.453,data_traditional
1706,115.83,77.965,38.315,0.403,0.616,1.66,-0.567,0.653,42.915,0.915,0.988,1,624,828.597,127.323,data_traditional
1707,-75.606,75.304,38.707,0.412,0.572,1.242,-0.174,0.722,-77.059,0.946,0.985,1,1142,1213.465,135.445,data_traditional
1708,75.957,53.025,38.601,0.621,0.884,1.732,-0.28,0.703,58.741,0.896,0.961,0,886,521.461,119.147,data_traditional
1709,7.222,26.367,38.507,0.393,0.557,1.138,-0.374,0.706,-84.702,0.987,0.993,1,1734,1705.934,126.878,data_traditional
1710,-19.971,15.845,38.447,0.393,0.61,1.165,-0.435,0.644,86.966,0.989,0.814,1,2213,1967.85,127.128,data_traditional
1711,-44.186,8.596,38.318,0.387,0.512,1.173,-0.564,0.755,-86.809,0.986,0.991,1,1346,1399.748,127.657,data_traditional
1712,156.583,-9.085,37.982,0.462,0.727,1.581,-0.9,0.636,-27.385,0.96,0.965,1,639,494.483,115.954,data_traditional
1713,87.441,-35.642,38.421,0.437,0.47,1.384,-0.461,0.929,-69.182,0.987,0.992,1,1568,1714.848,126.724,data_traditional
1714,-150.508,-55.523,37.837,0.379,0.634,1.152,-1.045,0.598,55.85,0.99,0.983,1,913,1058.276,124.236,data_traditional
1715,-28.506,-70.242,37.978,0.454,0.579,1.159,-0.904,0.785,-84.883,0.973,0.989,1,1377,1353.745,129.958,data_traditional
1716,-104.456,89.088,38.589,0.446,0.728,1.367,-0.292,0.613,-68.865,0.934,0.97,1,588,528.7,126.95,data_traditional
1717,94.305,76.949,38.909,0.488,0.586,2.005,0.027,0.832,43.945,0.928,0.969,1,666,737.715,125.414,data_traditional
1718,69.242,49.706,39.297,0.493,0.548,1.436,0.415,0.901,12.554,0.904,0.991,1,1106,877.895,133.454,data_traditional
1719,-100.62,2.226,38.605,0.461,0.517,1.642,-0.277,0.893,0.229,0.98,0.99,1,1102,1245.364,129.36,data_traditional
1720,94.529,2.935,59.535,0.427,0.49,1.161,20.654,0.872,60.262,0.98,0.983,1,1640,1779.839,124.953,data_traditional
1721,46.345,-10.129,38.928,0.415,0.49,1.239,0.047,0.846,-43.699,0.974,0.991,1,1435,1479.223,133.133,data_traditional
1722,-82.327,-33.443,38.741,0.437,0.508,1.42,-0.14,0.861,39.049,0.975,0.997,1,1645,1609.737,130.403,data_traditional
1723,29.938,-38.554,38.697,0.472,0.628,1.346,-0.185,0.751,-77.744,0.957,0.959,1,1245,1510.697,127.172,data_traditional
1724,-74.452,-38.546,38.664,0.439,0.531,1.342,-0.218,0.827,61.526,0.978,0.992,1,1922,2013.11,139.736,data_traditional
1725,40.229,-45.775,38.416,0.454,0.507,1.243,-0.466,0.894,-66.533,0.953,0.984,1,1030,840.075,124.999,data_traditional
1726,-82.815,-82.669,38.452,0.437,0.696,1.354,-0.43,0.627,-6.313,0.946,0.967,1,935,840.752,125.738,data_traditional
1727,141.786,-90.912,38.2,0.402,0.629,1.64,-0.682,0.638,-40.035,0.985,0.975,1,665,657.404,116.067,data_traditional
1728,-37.548,77.632,62.299,0.33,0.532,1.329,23.418,0.62,89.66,0.615,0.955,0,1556,1816.07,218.14,data_traditional
1729,-13.284,69.685,38.748,0.37,0.673,1.055,-0.134,0.55,-87.726,0.99,0.994,1,1146,1413.83,121.011,data_traditional
1730,139.565,52.034,38.4,0.385,0.523,1.477,-0.482,0.736,31.388,0.959,0.971,1,781,825.237,122.939,data_traditional
1731,123.052,43.75,52.728,0.457,0.628,1.497,13.847,0.727,71.769,0.969,0.981,1,1089,953.778,126.138,data_traditional
1732,-71.919,33.928,38.99,0.427,0.52,1.23,0.108,0.82,-85.622,0.976,0.994,1,1774,1797.012,136.319,data_traditional
1733,52.14,25.3,47.35,0,0,1.417,8.469,0.0,0,0,0.971,0,1420,0,0,data_traditional
1734,-35.096,-5.273,39.182,0.409,0.551,1.124,0.3,0.742,76.727,0.988,0.983,1,1796,2271.457,125.988,data_traditional
1735,111.779,-21.187,39.037,0.476,0.507,1.339,0.156,0.938,27.431,0.971,0.928,1,840,778.812,122.201,data_traditional
1736,30.684,-45.36,38.843,0.482,0.536,1.466,-0.038,0.9,-52.699,0.972,0.988,1,1377,1351.118,127.832,data_traditional
1737,-154.429,-47.872,39.021,0.407,0.512,1.399,0.14,0.795,48.894,0.988,0.987,1,1518,1678.215,130.014,data_traditional
1738,-102.701,-48.484,38.437,0.381,0.561,1.065,-0.445,0.68,77.711,0.978,0.979,1,1186,1229.579,132.575,data_traditional
1739,-149.625,-61.832,38.277,0.384,0.539,1.303,-0.605,0.713,61.065,0.983,0.986,1,1022,961.286,122.486,data_traditional
1740,-81.713,-73.527,38.57,0.407,0.637,1.089,-0.312,0.638,79.101,0.985,0.984,1,1314,1528.969,134.581,data_traditional
