,
,
data_traditional.tif,
Emission wavelength,500 nm
NA,1.15
Refraction index,1.33
Voxel size,220 nm x 220 nm x 220 nm
Bead diameter,100 nm
,
Frame size,10 pixels
Threshold,222
,
Theoretical FWHM in XY,223 nm
Theoratical FWHM in Z,885 nm
,
HeatMap Statistics,
FWHM min,425 nm +/- 17 nm
FWHMmin / Theoretical FWHMxy,1.907 +/- 0.077
FWHM max,582 nm +/- 59 nm
FWHMmax / Theoretical FWHMxy,2.614 +/- 0.263
FWHM z,1.38 um +/- 114.79 nm
FWHMz / Theoretical FWHMz,1.564 +/- 0.13
z0,+/- 8.19 um
(z0 - mean(z0)) / FWHMz,+/- 9.256
Asymmetry,0.743 +/- 0.066
Theta,13.9 deg +/- 53.4 deg
,

Bead Id,x0 (um),y0 (um),z0 (um),FWHM min (um),FWHM max (um),FWHM z (um),z0 - mean(z0) (um),Asymmetry,Theta (degrees),R^2 FWHM min/max,R^2 FWHMz,Fit valid,Centroid brightness,Fitted Brightness(A),Fitted background(B),Image name
790,101.418,25.716,17.574,0.428,0.52,1.529,-21.307,0.822,-7.783,0.967,0.978,1,938,812.616,119.167,data_traditional
791,-140.866,3.59,17.661,0.411,0.596,1.653,-21.22,0.689,15.236,0.976,0.985,1,729,637.335,120.561,data_traditional
792,-82.888,2.393,17.826,0.444,0.534,1.831,-21.055,0.831,47.847,0.95,0.99,1,842,804.56,131.559,data_traditional
793,-143.2,1.468,17.16,0.373,0.722,1.625,-21.721,0.517,20.242,0.974,0.976,1,605,510.925,121.377,data_traditional
794,-56.251,-1.589,17.498,0.44,0.599,1.7,-21.384,0.735,55.992,0.951,0.978,1,739,666.023,128.61,data_traditional
795,-134.962,-4.23,16.85,0.41,0.575,1.387,-22.032,0.713,21.099,0.979,0.982,1,627,580.041,120.665,data_traditional
796,-74.368,-57.05,17.507,0.472,0.515,1.675,-21.374,0.916,40.859,0.938,0.945,1,576,790.363,133.235,data_traditional
797,44.388,-75.11,16.915,0.455,0.662,1.2,-21.967,0.687,-72.407,0.937,0.978,1,503,428.209,123.787,data_traditional
798,109.56,-76.12,35.136,0,0,1.964,-3.745,0.0,0,0,0.971,0,465,0,0,data_traditional
799,-126.793,-80.259,57.129,0.08,0.23,1.307,18.248,0.347,-75.786,0,0.984,0,0,-53.505,188.91,data_traditional
800,23.5,64.801,58.603,0.498,0.616,1.231,19.722,0.807,66.619,0.949,0.918,1,1073,1163.45,137.646,data_traditional
801,163.259,37.342,16.376,0.421,1.392,2.653,-22.506,0.303,-12.175,0.904,0.805,1,229,134.834,114.977,data_traditional
802,1.787,-13.716,17.615,0.445,0.731,1.664,-21.267,0.609,-85.932,0.944,0.966,1,1218,987.465,126.23,data_traditional
803,-113.419,-40.234,17.445,0.439,0.498,1.417,-21.436,0.882,57.798,0.971,0.971,1,720,703.661,125.116,data_traditional
804,-12.93,-93.286,17.257,0.725,0.854,2.001,-21.625,0.849,-12.879,0.903,0.952,1,356,284.514,122.348,data_traditional
805,-66.222,87.996,18.458,0.468,0.643,1.404,-20.423,0.727,-62.263,0.933,0.977,1,813,760.24,133.31,data_traditional
806,-4.715,14.395,17.802,0.385,0.618,1.504,-21.08,0.624,86.354,0.926,0.956,1,663,977.506,156.696,data_traditional
807,-4.715,14.395,17.802,0.385,0.618,1.504,-21.08,0.624,86.354,0.926,0.956,1,663,977.506,156.696,data_traditional
808,129.668,10.988,14.48,0.44,1.357,1.344,-24.402,0.325,-17.731,0.959,0.951,1,435,272.17,116.143,data_traditional
809,-86.307,0.544,15.593,0.459,0.923,1.814,-23.288,0.498,-56.798,0.844,0.421,0,246,122.513,124.018,data_traditional
810,-112.637,-19.31,17.688,0.383,0.499,1.335,-21.193,0.767,47.463,0.975,0.949,1,844,894.018,124.171,data_traditional
811,19.175,-80.793,17.292,0.603,0.696,1.381,-21.59,0.867,-83.373,0.913,0.981,1,1024,757.343,130.88,data_traditional
812,56.244,93.136,18.448,0.515,0.914,1.848,-20.434,0.563,57.555,0.881,0.983,0,569,580.898,122.566,data_traditional
813,66.685,62.136,18.552,0.47,0.536,1.564,-20.329,0.877,26.037,0.927,0.984,1,693,665.698,127.852,data_traditional
814,146.936,36.43,17.183,0.4,1.286,2.341,-21.699,0.311,-7.128,0.962,0.914,1,309,234.251,115.657,data_traditional
815,-14.803,33.611,18.52,0.417,0.602,1.458,-20.362,0.692,89.884,0.968,0.978,1,1689,1560.329,134.292,data_traditional
816,61.641,29.266,18.325,0.468,0.505,1.666,-20.557,0.926,-14.13,0.965,0.948,1,819,763.025,122.946,data_traditional
817,-98.206,25.084,18.674,0.441,0.512,2.098,-20.208,0.862,10.157,0.953,0.994,1,963,896.959,132.342,data_traditional
818,138.973,-14.133,16.832,0.404,1.44,1.636,-22.049,0.281,-24.771,0.953,0.911,1,343,194.751,113.828,data_traditional
819,-143.346,-19.558,17.708,0.386,0.821,1.679,-21.173,0.47,30.849,0.975,0.969,1,532,448.481,118.731,data_traditional
820,14.953,-28.663,18.232,0.391,0.583,1.472,-20.65,0.671,-84.058,0.928,0.958,1,1045,925.365,136.227,data_traditional
821,9.89,-66.923,17.48,0.424,0.768,1.283,-21.402,0.553,-83.059,0.94,0.973,1,873,816.052,126.482,data_traditional
822,55.537,-70.176,14.307,0.585,0.736,2.154,-24.575,0.795,28.276,0.952,0.973,1,631,568.969,127.349,data_traditional
823,-6.654,-78.302,14.002,0.455,1.133,2.56,-24.88,0.402,10.24,0.906,0.869,0,564,458.476,130.583,data_traditional
824,38.698,81.654,18.639,0.513,0.661,1.528,-20.242,0.776,81.505,0.917,0.987,1,841,606.214,123.91,data_traditional
825,-67.131,59.79,18.524,0.688,0.954,1.938,-20.358,0.721,-61.058,0.878,0.685,0,568,426.394,134.273,data_traditional
826,163.296,37.336,16.376,0.421,1.522,2.653,-22.506,0.276,-10.945,0.916,0.805,1,229,134.349,113.374,data_traditional
827,-164.246,28.298,17.282,0,0,2.151,-21.599,0.0,0,0,0.891,0,280,0,0,data_traditional
828,-26.586,17.63,48.919,0.373,0.582,1.128,10.037,0.641,-82.635,0.991,0.965,1,1705,2039.326,126.768,data_traditional
829,117.221,13.457,17.894,0.402,0.905,1.833,-20.988,0.444,-18.545,0.939,0.956,1,386,282.6,114.517,data_traditional
830,-18.948,-1.056,18.507,0.485,0.558,1.719,-20.375,0.869,-87.883,0.964,0.974,1,930,674.914,125.278,data_traditional
831,-47.175,-7.009,19.005,0.445,0.491,1.603,-19.876,0.907,54.807,0.971,0.969,1,771,769.749,124.112,data_traditional
832,-74.36,-38.5,38.664,0,0,1.342,-0.218,0.0,0,0,0.992,0,1922,0,0,data_traditional
833,84.936,-47.67,17.969,0.472,0.724,1.684,-20.913,0.652,-52.925,0.97,0.894,0,735,612.578,119.715,data_traditional
834,-151.147,-49.274,17.67,0.391,1.175,1.887,-21.212,0.333,36.162,0.933,0.967,1,420,330.012,117.137,data_traditional
835,45.927,-58.057,18.47,0.476,0.563,1.387,-20.411,0.844,-7.803,0.952,0.965,1,1353,1178.745,131.996,data_traditional
836,29.018,-67.38,17.798,0.458,0.647,1.325,-21.084,0.708,-72.822,0.924,0.976,1,719,698.677,125.648,data_traditional
837,117.475,90.105,18.038,0.399,0.74,2.085,-20.843,0.539,25.83,0.945,0.968,1,494,407.945,116.444,data_traditional
838,-123.143,87.691,18.717,0.476,0.563,1.785,-20.165,0.845,-15.955,0.88,0.961,0,637,602.966,132.461,data_traditional
839,163.26,37.341,16.376,0.419,1.384,2.653,-22.506,0.302,-12.157,0.905,0.805,1,229,134.853,115.364,data_traditional
840,-149.105,32.204,18.001,0.394,0.693,2.127,-20.88,0.569,7.542,0.956,0.953,1,461,395.753,118.893,data_traditional
841,146.956,23.753,57.679,0.395,0.596,1.3,18.797,0.664,84.399,0.991,0.946,1,1049,1121.449,112.391,data_traditional
842,130.002,4.13,17.736,0.407,1.116,1.862,-21.146,0.365,-17.367,0.928,0.952,1,443,286.492,117.597,data_traditional
843,92.57,-5.569,18.291,0.392,0.584,1.384,-20.591,0.671,-31.738,0.974,0.985,1,684,647.928,122.981,data_traditional
844,117.933,-23.094,17.849,0.416,1.058,1.763,-21.033,0.393,-28.02,0.923,0.943,1,455,275.344,116.81,data_traditional
845,144.226,-40.113,17.543,0.412,1.978,2.411,-21.339,0.209,-29.954,0.944,0.871,1,263,157.267,113.838,data_traditional
846,84.938,-47.67,17.969,0.466,0.721,1.684,-20.913,0.646,-52.018,0.963,0.894,0,735,607.812,125.181,data_traditional
847,-9.122,-59.445,18.544,0.588,0.663,1.781,-20.338,0.887,81.144,0.904,0.951,1,858,696.832,127.783,data_traditional
848,125.167,-83.913,17.956,0.472,1.314,2.023,-20.926,0.359,-47.12,0.942,0.932,1,426,271.016,114.735,data_traditional
849,-137.897,86.214,18.272,0.436,0.518,1.907,-20.609,0.841,-34.929,0.884,0.972,0,387,368.895,122.815,data_traditional
850,-132.263,77.163,18.762,0.474,0.504,1.914,-20.119,0.94,-36.38,0.948,0.966,1,431,546.882,124.304,data_traditional
851,148.92,70.333,18.03,0.387,1.14,1.68,-20.852,0.339,5.117,0.962,0.939,1,464,322.564,118.96,data_traditional
852,48.868,65.586,19.085,0.516,0.606,1.763,-19.796,0.851,49.496,0.952,0.955,1,780,538.217,120.487,data_traditional
853,34.192,54.215,18.494,0.496,0.754,1.243,-20.388,0.658,76.474,0.941,0.955,1,703,670.883,125.397,data_traditional
854,34.192,54.215,18.494,0.496,0.754,1.243,-20.388,0.658,76.474,0.941,0.955,1,703,670.883,125.397,data_traditional
855,-50.872,29.79,19.021,0.654,0.84,1.49,-19.86,0.779,75.204,0.923,0.963,1,675,648.157,131.322,data_traditional
856,-6.347,16.458,22.915,0.373,0.589,1.4,-15.967,0.633,-81.694,0.971,0.968,1,1457,1399.267,139.596,data_traditional
857,84.978,9.624,18.512,0.409,0.52,1.551,-20.369,0.786,-29.673,0.973,0.968,1,814,694.684,120.45,data_traditional
858,84.559,-4.405,18.95,0.507,0.621,1.698,-19.931,0.817,-37.326,0.969,0.951,1,895,703.563,115.057,data_traditional
859,135.699,-16.445,17.866,0.4,1.333,1.783,-21.015,0.3,-24.19,0.958,0.899,1,312,218.533,114.164,data_traditional
860,100.655,-32.586,18.156,0.499,0.716,1.78,-20.726,0.698,-39.198,0.961,0.98,1,723,584.514,124.994,data_traditional
861,109.313,-45.117,48.342,0.429,0.486,1.186,9.46,0.881,-49.963,0.983,0.95,1,2110,1701.532,120.755,data_traditional
862,-82.701,-73.708,18.668,0.468,0.781,1.842,-20.213,0.598,-18.588,0.921,0.917,1,618,500.876,128.523,data_traditional
863,-157.679,-75.792,17.843,0.399,1.113,1.985,-21.039,0.358,44.086,0.96,0.929,1,426,324.775,115.343,data_traditional
864,16.482,75.919,19.285,0.486,0.65,1.445,-19.597,0.747,88.437,0.964,0.986,1,1035,873.643,125.615,data_traditional
865,-156.34,74.416,18.74,0.416,0.765,1.937,-20.141,0.544,-17.353,0.939,0.965,1,409,345.881,122.826,data_traditional
866,-49.599,60.069,40.718,0.442,0.528,1.331,1.837,0.837,-84.611,0.979,0.965,1,1539,1712.578,124.065,data_traditional
867,-97.24,44.66,47.776,0,0,1.03,8.895,0.0,0,0,0.974,0,846,0,0,data_traditional
868,-50.872,29.796,19.021,0.655,0.823,1.49,-19.86,0.796,71.337,0.93,0.963,1,675,657.559,128.831,data_traditional
869,64.45,4.161,19.323,0.402,0.5,1.515,-19.559,0.805,-39.864,0.969,0.975,1,1132,986.061,123.083,data_traditional
870,-60.796,-22.842,20.013,0.455,0.53,1.72,-18.868,0.859,5.339,0.95,0.976,1,1124,1117.159,141.619,data_traditional
871,-61.142,-31.857,18.806,0.464,0.681,0.921,-20.075,0.682,-76.839,0.918,0.937,1,632,693.716,129.583,data_traditional
872,145.334,-53.557,18.534,0.481,1.609,2.581,-20.348,0.299,-35.345,0.958,0.915,1,290,207.221,116.694,data_traditional
873,-63.329,-62.319,19.051,0.523,0.596,1.706,-19.83,0.879,-9.892,0.913,0.883,1,646,467.564,128.054,data_traditional
874,5.165,-74.319,15.179,0.453,1.094,2.374,-23.702,0.414,7.764,0.914,0.963,1,592,479.361,131.02,data_traditional
875,107.665,-74.395,16.431,0.513,1.399,2.158,-22.45,0.366,43.362,0.863,0.861,0,259,116.737,119.152,data_traditional
876,147.893,-86.862,18.168,0.414,1.111,1.773,-20.714,0.372,-40.422,0.921,0.911,1,359,176.813,113.028,data_traditional
877,-22.506,-88.45,60.291,0.424,0.571,1.16,21.409,0.743,84.615,0.98,0.944,1,1883,1940.65,138.827,data_traditional
878,67.527,63.452,26.653,0.621,1.49,1.15,-12.228,0.416,70.137,0.9,0.624,0,271,314.156,118.189,data_traditional
879,150.189,-9.314,17.366,0.372,2.148,1.854,-21.516,0.173,-24.963,0.916,0.775,0,221,135.344,113.509,data_traditional
880,149.978,-9.207,17.366,0.381,1.651,1.854,-21.516,0.231,-22.542,0.918,0.775,0,218,132.495,112.488,data_traditional
881,100.531,-10.333,19.151,0.414,0.567,1.51,-19.73,0.73,-43.096,0.968,0.984,1,810,751.887,126.643,data_traditional
882,133.438,-10.77,18.406,0.397,1.205,2.001,-20.476,0.329,-25.626,0.946,0.92,1,407,242.566,115.673,data_traditional
883,-146.11,-14.185,18.468,0.395,0.732,1.783,-20.413,0.54,28.394,0.943,0.956,1,419,380.05,120.712,data_traditional
884,-108.169,-16.368,19.083,0.481,0.547,1.404,-19.798,0.88,35.417,0.943,0.949,1,929,696.876,123.866,data_traditional
885,-86.179,-36.722,19.197,0.416,0.528,1.277,-19.685,0.788,54.189,0.956,0.64,0,985,970.365,134.596,data_traditional
886,-139.26,-44.0,-0.111,0,0,0.264,-38.993,0.0,0,0,0,0,1614,0,0,data_traditional
887,120.885,-53.369,18.522,0.397,1.563,1.433,-20.36,0.254,-37.764,0.97,0.962,1,317,368.026,118.722,data_traditional
888,-63.329,-62.319,19.051,0.525,0.598,1.706,-19.83,0.879,-9.929,0.915,0.883,1,646,467.265,127.454,data_traditional
889,-67.324,-67.763,19.958,0.474,0.776,1.903,-18.924,0.61,-12.597,0.921,0.968,1,1284,1305.526,149.557,data_traditional
890,-113.195,-69.777,19.94,0.411,1.542,2.212,-18.942,0.266,-31.702,0.94,0.777,0,453,307.993,117.865,data_traditional
891,7.2,-84.474,63.697,0.478,0.511,1.235,24.815,0.935,-86.853,0.971,0.848,1,1625,1449.854,126.293,data_traditional
892,19.702,60.388,19.555,0.438,0.556,1.57,-19.327,0.788,-89.963,0.969,0.957,1,618,757.832,124.365,data_traditional
893,138.983,16.114,18.887,0.449,1.02,2.449,-19.995,0.44,-14.017,0.947,0.914,1,397,234.948,116.326,data_traditional
894,41.704,-48.874,18.64,0.41,0.545,1.31,-20.241,0.752,-63.271,0.956,0.965,1,461,437.962,122.014,data_traditional
895,63.534,-60.166,19.284,0.481,0.538,1.12,-19.598,0.894,-44.95,0.978,0.965,1,1007,914.706,117.674,data_traditional
896,-107.872,-93.959,19.338,0.586,0.915,1.796,-19.543,0.64,-12.882,0.903,0.948,1,417,320.92,130.79,data_traditional
897,-12.927,-93.284,17.053,0.707,0.82,2.495,-21.829,0.861,-12.814,0.887,0.83,0,356,283.452,127.734,data_traditional
898,159.006,89.758,53.95,0.408,0.555,1.486,15.068,0.735,76.164,0.959,0.933,1,811,754.545,129.779,data_traditional
899,-47.543,20.87,20.028,0.442,0.459,1.587,-18.853,0.962,48.248,0.967,0.988,1,1162,923.86,127.601,data_traditional
900,72.913,10.749,19.665,0.452,0.53,1.748,-19.217,0.852,-41.72,0.97,0.964,1,601,871.157,122.652,data_traditional
901,-99.43,-44.913,19.184,0.434,0.576,1.39,-19.698,0.755,63.128,0.973,0.977,1,957,956.967,128.92,data_traditional
902,-37.422,-57.716,24.754,0.468,0.554,1.329,-14.128,0.846,80.569,0.942,0.964,1,1383,1238.833,142.862,data_traditional
903,38.09,-62.538,19.19,0.411,0.647,1.173,-19.691,0.635,-71.336,0.964,0.991,1,1080,1031.041,132.861,data_traditional
904,40.7,-80.52,43.354,0,0,1.212,4.473,0.0,0,0,0.993,0,1077,0,0,data_traditional
905,-117.169,60.602,19.658,0.421,0.535,2.309,-19.224,0.787,-50.358,0.927,0.963,1,455,614.685,129.234,data_traditional
906,61.189,52.602,20.447,0.45,0.557,1.397,-18.435,0.808,-29.417,0.913,0.979,1,1004,745.222,133.753,data_traditional
907,-91.5,49.243,20.281,0.519,0.541,1.715,-18.601,0.96,-24.991,0.933,0.985,1,859,727.384,135.06,data_traditional
908,-76.345,25.973,20.043,0.454,0.54,2.281,-18.838,0.839,69.686,0.93,0.939,1,686,656.931,132.512,data_traditional
909,61.139,23.684,20.406,0.43,0.5,1.519,-18.476,0.86,-35.951,0.955,0.988,1,1454,1481.017,135.319,data_traditional
910,-103.939,20.832,19.991,0.485,0.512,1.974,-18.89,0.949,36.715,0.955,0.966,1,800,675.444,127.876,data_traditional
911,-96.002,14.954,20.037,0.514,0.686,2.185,-18.845,0.75,21.512,0.926,0.926,1,536,436.125,119.008,data_traditional
912,-81.213,-11.264,20.229,0.534,0.706,4.684,-18.652,0.757,36.611,0.925,0.806,0,620,612.668,125.309,data_traditional
913,-104.817,-68.596,19.636,0.525,0.596,1.963,-19.246,0.881,14.088,0.943,0.986,1,565,509.705,127.599,data_traditional
914,-151.105,84.884,19.578,0.359,0.705,2.004,-19.303,0.509,-26.926,0.903,0.98,1,462,331.161,125.933,data_traditional
915,-25.585,69.511,20.319,0.437,0.747,1.284,-18.563,0.585,-89.286,0.969,0.987,1,932,924.829,125.016,data_traditional
916,111.805,49.688,19.616,0.44,0.779,1.804,-19.266,0.564,6.028,0.952,0.969,1,542,386.235,117.064,data_traditional
917,-76.344,25.973,20.043,0.449,0.534,2.281,-18.838,0.84,69.604,0.936,0.939,1,686,658.291,135.468,data_traditional
918,-81.212,-11.264,20.229,0.524,0.691,4.684,-18.652,0.758,36.921,0.925,0.806,0,620,613.923,130.8,data_traditional
919,-65.454,-24.116,16.631,0.539,0.563,4.087,-22.251,0.958,36.722,0.932,0.837,0,395,474.181,125.131,data_traditional
920,25.641,-28.699,20.276,0.42,0.663,1.611,-18.605,0.633,-59.63,0.946,0.967,1,915,1071.69,126.883,data_traditional
921,26.849,-94.753,19.831,0.565,1.012,2.369,-19.05,0.558,12.116,0.955,0.962,1,508,501.199,125.216,data_traditional
922,140.82,72.642,19.77,0.412,0.938,2.091,-19.112,0.44,8.968,0.946,0.955,1,381,245.273,118.071,data_traditional
923,-67.98,59.62,18.524,0,0,1.938,-20.358,0.0,0,0,0.685,0,214,0,0,data_traditional
924,-121.18,45.734,20.332,0.527,0.575,1.781,-18.55,0.916,-1.207,0.929,0.883,1,667,533.415,121.576,data_traditional
925,-78.909,3.987,20.767,0.433,0.527,1.589,-18.115,0.822,43.306,0.935,0.986,1,985,997.93,138.389,data_traditional
926,15.4,-11,40.012,0,0,1.349,1.131,0.0,0,0,0.985,0,1487,0,0,data_traditional
927,-37.477,-22.161,20.917,0.469,0.514,1.776,-17.964,0.913,-5.475,0.953,0.972,1,1164,1154.447,132.872,data_traditional
928,25.641,-28.699,20.276,0.415,0.658,1.611,-18.605,0.631,-59.908,0.942,0.967,1,915,1070.323,132.872,data_traditional
929,139.198,-51.618,19.524,0.428,1.639,2.459,-19.358,0.261,-37.373,0.932,0.897,1,243,153.268,116.567,data_traditional
930,-96.559,-67.712,20.03,0.557,0.653,1.622,-18.851,0.854,-15.765,0.96,0.979,1,732,534.94,124.263,data_traditional
931,-91.612,-79.219,20.365,0.522,0.665,1.443,-18.517,0.785,-10.782,0.948,0.942,1,698,618.627,131.521,data_traditional
932,-8.222,83.005,19.245,0.952,1.129,1.3,-19.637,0.843,19.441,0.92,0.826,0,197,154.573,115.014,data_traditional
933,-8.196,82.23,20.594,0.398,0.782,1.35,-18.288,0.509,85.104,0.975,0.964,1,964,936.935,121.073,data_traditional
934,-98.576,80.324,20.525,0.542,0.739,1.753,-18.357,0.734,-30.871,0.862,0.938,0,390,273.255,123.996,data_traditional
935,51.181,51.677,20.998,0.523,0.605,1.346,-17.884,0.864,76.524,0.948,0.974,1,699,777.893,123.675,data_traditional
936,-65.467,37.379,19.185,0.566,1.345,1.469,-19.696,0.421,-66.127,0.604,0.836,0,170,120.56,134.14,data_traditional
937,-4.571,26.712,20.565,0.472,0.747,1.323,-18.317,0.631,-89.55,0.95,0.98,1,751,1044.53,128.994,data_traditional
938,-79.899,25.962,21.032,0.406,0.488,1.778,-17.85,0.832,31.816,0.953,0.987,1,639,552.375,124.57,data_traditional
939,57.541,-24.741,20.664,0.414,0.579,1.382,-18.217,0.715,-62.466,0.924,0.932,1,845,1113.554,163.897,data_traditional
940,-161.954,-26.161,19.849,0.358,1.04,1.819,-19.033,0.345,23.678,0.953,0.976,1,484,319.62,115.07,data_traditional
941,-124.946,-42.822,20.347,0.49,0.551,1.574,-18.534,0.889,39.77,0.976,0.98,1,626,651.554,121.453,data_traditional
942,60.06,-74.58,63.153,0,0,1.568,24.272,0.0,0,0,0.821,0,1572,0,0,data_traditional
943,-150.18,-96.46,19.67,0.433,0.979,2.193,-19.212,0.443,48.457,0.651,0.949,0,300,259.29,101.021,data_traditional
944,126.399,89.061,19.185,0.705,1.652,1.107,-19.697,0.427,30.056,0.843,0.726,0,190,119.521,119.064,data_traditional
945,163.145,67.06,19.745,0.387,1.297,2.521,-19.136,0.298,1.19,0.913,0.923,1,256,175.648,113.67,data_traditional
946,-105.936,35.836,20.529,0.453,0.628,1.724,-18.353,0.722,-47.147,0.939,0.958,1,519,460.886,122.782,data_traditional
947,-4.571,26.703,20.565,0.465,0.776,1.323,-18.317,0.599,-89.105,0.938,0.98,1,751,1018.378,138.305,data_traditional
948,82.282,14.66,21.117,0.428,0.455,1.357,-17.764,0.94,-35.507,0.971,0.983,1,1372,1370.05,129.025,data_traditional
949,-44.003,-86.254,20.5,0.611,0.613,1.727,-18.381,0.995,26.357,0.907,0.971,1,729,590.203,130.553,data_traditional
950,126.405,89.063,19.185,0.723,1.93,1.107,-19.697,0.375,30.566,0.875,0.726,0,190,119.626,114.523,data_traditional
951,-8.196,82.23,20.594,0.397,0.781,1.35,-18.288,0.509,85.105,0.974,0.964,1,964,936.954,121.489,data_traditional
952,23.975,73.728,21.1,0.422,0.656,1.349,-17.782,0.643,79.622,0.965,0.982,1,982,841.828,123.317,data_traditional
953,-65.34,37.4,19.185,0,0,1.469,-19.696,0.0,0,0,0.836,0,217,0,0,data_traditional
954,-88.22,32.78,61.19,0,0,1.078,22.309,0.0,0,0,0.982,0,1822,0,0,data_traditional
955,31.863,5.91,20.981,0.392,0.555,1.747,-17.901,0.707,-58.778,0.961,0.953,1,1002,928.04,129.868,data_traditional
956,-159.567,3.261,20.531,0.371,0.774,1.741,-18.351,0.479,18.023,0.955,0.959,1,578,428.331,121.154,data_traditional
957,-133.322,-32.729,20.715,0.503,0.637,1.786,-18.167,0.789,46.532,0.965,0.961,1,446,479.298,120.643,data_traditional
958,-35.29,-35.734,63.768,0.465,0.521,1.235,24.887,0.893,79.952,0.979,0.949,1,1703,1997.711,132.006,data_traditional
959,159.389,-37.047,19.891,0.398,1.89,2.305,-18.99,0.211,-32.916,0.924,0.86,1,245,157.095,115.304,data_traditional
960,-57.166,-47.273,21.007,0.423,0.544,1.475,-17.874,0.778,53.776,0.922,0.913,1,664,611.827,131.146,data_traditional
961,-81.755,-64.67,24.677,0.415,0.516,1.339,-14.204,0.803,-84.093,0.978,0.942,1,788,943.311,121.636,data_traditional
962,-21.144,-84.244,21.146,0.504,0.915,2.124,-17.735,0.551,-4.924,0.938,0.964,1,596,641.479,131.884,data_traditional
963,130.896,80.026,20.946,0.387,0.92,1.889,-17.936,0.42,17.622,0.946,0.978,1,567,424.231,116.749,data_traditional
964,59.742,78.067,21.466,0.471,0.711,2.149,-17.415,0.663,60.496,0.908,0.971,1,506,516.787,126.866,data_traditional
965,-1.848,72.636,20.589,0.451,0.908,1.227,-18.292,0.497,82.685,0.98,0.975,1,597,708.021,120.661,data_traditional
966,-158.296,69.032,21.056,0.38,0.719,1.867,-17.826,0.528,-9.13,0.923,0.947,1,684,493.152,123.222,data_traditional
967,67.422,67.154,21.824,0.546,0.767,1.869,-17.057,0.711,46.292,0.899,0.963,0,817,513.659,121.734,data_traditional
968,-29.264,15.393,21.396,0.399,0.541,1.61,-17.486,0.738,-87.566,0.97,0.983,1,1177,1171.456,131.97,data_traditional
969,99.095,9.02,20.875,0.424,0.575,1.236,-18.006,0.737,-25.863,0.975,0.973,1,702,681.2,119.305,data_traditional
970,-18.573,8.193,21.71,0.467,0.51,1.736,-17.172,0.915,-3.378,0.969,0.984,1,1015,907.483,127.604,data_traditional
971,-18.95,-34.044,17.301,0.479,0.557,1.941,-21.581,0.861,-30.701,0.937,0.968,1,845,635.039,130.396,data_traditional
972,56.31,-71.457,21.392,0.492,0.568,1.466,-17.49,0.866,-29.042,0.961,0.972,1,907,921.47,136.198,data_traditional
973,156.122,92.366,20.25,0.389,1.184,1.979,-18.631,0.329,11.564,0.943,0.909,1,277,170.196,113.373,data_traditional
974,86.54,59.109,21.567,0.47,0.541,1.92,-17.314,0.868,25.571,0.936,0.958,1,967,864.324,126.624,data_traditional
975,-92.236,44.831,22.021,0.442,0.516,1.887,-16.86,0.856,8.013,0.941,0.981,1,759,715.982,133.27,data_traditional
976,10.293,42.717,21.394,0.441,0.57,1.459,-17.488,0.774,-85.059,0.97,0.978,1,1048,965.104,125.603,data_traditional
977,20.389,-21.049,18.072,0.44,0.762,3.153,-20.809,0.577,21.139,0.971,0.694,0,743,598.733,120.772,data_traditional
978,53.283,-22.191,21.636,0.443,0.528,1.435,-17.246,0.84,-66.506,0.968,0.971,1,1223,1183.984,128.001,data_traditional
979,56.186,-23.546,21.437,0.404,0.547,1.426,-17.444,0.739,-66.931,0.974,0.968,1,927,1365.803,138.269,data_traditional
980,145.319,-53.548,18.534,0.47,1.536,2.581,-20.348,0.306,-35.891,0.96,0.915,1,290,209.163,118.636,data_traditional
981,-125.838,-74.353,20.67,0.425,0.959,1.687,-18.211,0.443,55.398,0.945,0.975,1,475,312.245,120.798,data_traditional
982,-2.064,91.128,21.13,0.41,1.098,1.116,-17.752,0.373,82.585,0.947,0.973,1,556,683.981,123.481,data_traditional
983,160.567,72.422,20.536,0.392,1.241,2.101,-18.346,0.316,3.657,0.912,0.907,1,276,167.374,117.036,data_traditional
984,-64.856,57.193,22.311,0.47,0.536,1.42,-16.57,0.876,89.58,0.953,0.953,1,644,921.25,133.867,data_traditional
985,-89.572,44.536,22.497,0.446,0.511,1.808,-16.385,0.872,-6.051,0.969,0.971,1,819,867.907,130.328,data_traditional
986,-87.959,37.864,22.149,0.467,0.511,1.951,-16.733,0.914,16.495,0.936,0.953,1,549,576.69,125.665,data_traditional
987,37.932,37.105,22.139,0.468,0.526,1.675,-16.743,0.891,-66.052,0.968,0.992,1,1039,1059.791,128.938,data_traditional
988,16.06,16.06,48.021,0,0,1.354,9.14,0.0,0,0,0.992,0,1202,0,0,data_traditional
989,9.251,-8.859,21.392,0.397,0.584,1.685,-17.489,0.68,-71.735,0.959,0.958,1,1327,1044.983,127.827,data_traditional
990,30.48,-44.277,21.707,0.523,0.594,1.438,-17.174,0.88,-59.243,0.95,0.959,1,1337,1254.618,131.846,data_traditional
991,150.741,-56.137,20.395,0.411,1.416,2.447,-18.487,0.29,-35.516,0.927,0.891,1,278,167.562,113.429,data_traditional
992,-43.18,-80.379,21.258,0.553,0.635,1.244,-17.624,0.871,-14.775,0.912,0.96,1,1049,870.396,139.314,data_traditional
993,27.615,56.641,20.42,0.715,1.531,1.256,-18.461,0.467,31.603,0.901,0.777,0,176,147.774,114.408,data_traditional
